dataset,file_path,column_name,gt_label,predicted_label,confidence,disambiguation_applied,disambiguation_rule,is_generic,samples_used,feat_mean_is_numeric,feat_mean_is_integer,feat_mean_is_float,feat_mean_has_leading_zero,feat_mean_has_at_sign,feat_mean_has_protocol_prefix,feat_mean_is_uuid_like,feat_mean_is_hex_string,feat_mean_has_iso_date_sep,feat_mean_matches_phone_pattern,feat_mean_length,feat_mean_digit_count,feat_mean_alpha_count,feat_mean_uppercase_count,feat_mean_lowercase_count,feat_mean_space_count,feat_mean_symbol_count,feat_mean_digit_ratio,feat_mean_alpha_ratio,feat_mean_uppercase_ratio,feat_mean_unique_char_ratio,feat_mean_max_digit_run,feat_mean_max_alpha_run,feat_mean_punctuation_density,feat_mean_segment_count_dot,feat_mean_segment_count_dash,feat_mean_segment_count_slash,feat_mean_segment_count_space,feat_mean_has_mixed_case,feat_mean_starts_with_digit,feat_mean_ends_with_digit,feat_mean_length_bucket,feat_mean_has_colon,feat_mean_has_dash,feat_mean_has_negative_prefix,feat_mean_has_percent,feat_var_is_numeric,feat_var_is_integer,feat_var_is_float,feat_var_has_leading_zero,feat_var_has_at_sign,feat_var_has_protocol_prefix,feat_var_is_uuid_like,feat_var_is_hex_string,feat_var_has_iso_date_sep,feat_var_matches_phone_pattern,feat_var_length,feat_var_digit_count,feat_var_alpha_count,feat_var_uppercase_count,feat_var_lowercase_count,feat_var_space_count,feat_var_symbol_count,feat_var_digit_ratio,feat_var_alpha_ratio,feat_var_uppercase_ratio,feat_var_unique_char_ratio,feat_var_max_digit_run,feat_var_max_alpha_run,feat_var_punctuation_density,feat_var_segment_count_dot,feat_var_segment_count_dash,feat_var_segment_count_slash,feat_var_segment_count_space,feat_var_has_mixed_case,feat_var_starts_with_digit,feat_var_ends_with_digit,feat_var_length_bucket,feat_var_has_colon,feat_var_has_dash,feat_var_has_negative_prefix,feat_var_has_percent,feat_min_is_numeric,feat_min_is_integer,feat_min_is_float,feat_min_has_leading_zero,feat_min_has_at_sign,feat_min_has_protocol_prefix,feat_min_is_uuid_like,feat_min_is_hex_string,feat_min_has_iso_date_sep,feat_min_matches_phone_pattern,feat_min_length,feat_min_digit_count,feat_min_alpha_count,feat_min_uppercase_count,feat_min_lowercase_count,feat_min_space_count,feat_min_symbol_count,feat_min_digit_ratio,feat_min_alpha_ratio,feat_min_uppercase_ratio,feat_min_unique_char_ratio,feat_min_max_digit_run,feat_min_max_alpha_run,feat_min_punctuation_density,feat_min_segment_count_dot,feat_min_segment_count_dash,feat_min_segment_count_slash,feat_min_segment_count_space,feat_min_has_mixed_case,feat_min_starts_with_digit,feat_min_ends_with_digit,feat_min_length_bucket,feat_min_has_colon,feat_min_has_dash,feat_min_has_negative_prefix,feat_min_has_percent,feat_max_is_numeric,feat_max_is_integer,feat_max_is_float,feat_max_has_leading_zero,feat_max_has_at_sign,feat_max_has_protocol_prefix,feat_max_is_uuid_like,feat_max_is_hex_string,feat_max_has_iso_date_sep,feat_max_matches_phone_pattern,feat_max_length,feat_max_digit_count,feat_max_alpha_count,feat_max_uppercase_count,feat_max_lowercase_count,feat_max_space_count,feat_max_symbol_count,feat_max_digit_ratio,feat_max_alpha_ratio,feat_max_uppercase_ratio,feat_max_unique_char_ratio,feat_max_max_digit_run,feat_max_max_alpha_run,feat_max_punctuation_density,feat_max_segment_count_dot,feat_max_segment_count_dash,feat_max_segment_count_slash,feat_max_segment_count_space,feat_max_has_mixed_case,feat_max_starts_with_digit,feat_max_ends_with_digit,feat_max_length_bucket,feat_max_has_colon,feat_max_has_dash,feat_max_has_negative_prefix,feat_max_has_percent,vote1_label,vote1_fraction,vote2_label,vote2_fraction,vote3_label,vote3_fraction,vote4_label,vote4_fraction,vote5_label,vote5_fraction
people_directory,eval/datasets/csv/people_directory.csv,height_cm,height,identity.person.height,0.9900,true,sense_header_hint_cross_domain:height_cm,false,100,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.800000,0.000000,0.000000,0.902000,3.000000,0.000000,0.200000,2.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.584961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.800000,0.000000,0.000000,0.600000,3.000000,0.000000,0.200000,2.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.584963,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.800000,0.000000,0.000000,1.000000,3.000000,0.000000,0.200000,2.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.584963,0.000000,0.000000,0.000000,0.000000,representation.numeric.decimal_number,0.9900,,,,,,,,
people_directory,eval/datasets/csv/people_directory.csv,weight_kg,weight,identity.person.weight,0.9700,true,sense_header_hint_cross_domain:weight_kg,false,100,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.350000,3.350000,0.000000,0.000000,0.000000,0.000000,1.000000,0.767500,0.000000,0.000000,0.875000,2.350000,0.000000,0.232500,2.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.413991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.227500,0.227500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000569,0.000000,0.000000,0.017875,0.227500,0.000000,0.000569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015740,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.750000,0.000000,0.000000,0.500000,2.000000,0.000000,0.200000,2.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.321928,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.800000,0.000000,0.000000,1.000000,3.000000,0.000000,0.250000,2.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.584963,0.000000,0.000000,0.000000,0.000000,representation.numeric.decimal_number,0.9700,,,,,,,,
us_states,eval/datasets/csv/us_states.csv,State,state,geography.location.state,0.7000,true,sense_geo_hint_override:state,false,51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.666667,0.000000,8.431373,1.215686,7.215686,0.235294,0.000000,0.000000,0.980947,0.151284,0.830504,0.000000,7.431373,0.000000,1.000000,1.000000,1.000000,1.235294,1.000000,0.000000,0.000000,3.206310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.281047,0.000000,7.382545,0.169166,6.247597,0.219147,0.000000,0.000000,0.001372,0.002116,0.020718,0.000000,3.813917,0.000000,0.000000,0.000000,0.000000,0.219147,0.000000,0.000000,0.000000,0.190235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,4.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.875000,0.076923,0.363636,0.000000,4.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.321928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,18.000000,2.000000,16.000000,2.000000,0.000000,0.000000,1.000000,0.285714,1.000000,0.000000,13.000000,0.000000,1.000000,1.000000,1.000000,3.000000,1.000000,0.000000,0.000000,4.392317,0.000000,0.000000,0.000000,0.000000,datetime.component.month_name,0.0588,datetime.component.day_of_week,0.0392,,,,,,
us_states,eval/datasets/csv/us_states.csv,Abbreviation,code,geography.location.country_code,0.8627,false,,false,51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058824,0.000000,0.000000,2.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.584962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.584962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.584962,0.000000,0.000000,0.000000,0.000000,geography.location.country_code,0.8627,representation.discrete.ordinal,0.0980,representation.scientific.smiles,0.0196,,,,
world_cities,eval/datasets/csv/world_cities.csv,name,city,geography.location.region,0.5000,true,sense_header_hint_location_keep:name,false,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.480000,0.000000,8.780000,1.330000,7.450000,0.370000,0.050000,0.000000,0.969309,0.156830,0.850630,0.000000,7.240000,0.003348,1.010000,1.030000,1.000000,1.370000,1.000000,0.000000,0.000000,3.260855,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.469595,0.000000,10.771598,0.341100,8.427503,0.513100,0.107500,0.000000,0.002790,0.002427,0.014592,0.000000,4.042399,0.000397,0.009900,0.049100,0.000000,0.513100,0.000000,0.000000,0.000000,0.244511,0.000000,0.019600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,4.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.800000,0.076923,0.600000,0.000000,4.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.321928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.000000,0.000000,19.000000,3.000000,17.000000,3.000000,3.000000,0.000000,1.000000,0.333333,1.000000,0.000000,13.000000,0.157895,2.000000,3.000000,1.000000,4.000000,1.000000,0.000000,0.000000,4.523562,0.000000,1.000000,0.000000,0.000000,representation.text.entity_name,0.1100,identity.person.last_name,0.1000,identity.person.full_name,0.0500,identity.person.first_name,0.0300,identity.person.username,0.0100
world_cities,eval/datasets/csv/world_cities.csv,country,country,geography.location.country,0.7700,false,,false,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.420000,0.000000,8.100000,1.260000,6.840000,0.280000,0.020000,0.000000,0.980375,0.164752,0.904442,0.000000,6.520000,0.000913,1.000000,1.000000,1.000000,1.280000,1.000000,0.000000,0.000000,3.110490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.603605,0.000000,14.929994,0.252400,11.814402,0.321600,0.019600,0.000000,0.001453,0.001450,0.012977,0.000000,2.769599,0.000043,0.000000,0.000000,0.000000,0.321600,0.000000,0.000000,0.000000,0.314468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,4.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.833333,0.090909,0.666667,0.000000,4.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.321928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.000000,0.000000,24.000000,3.000000,21.000000,3.000000,1.000000,0.000000,1.000000,0.285714,1.000000,0.000000,11.000000,0.055556,1.000000,1.000000,1.000000,4.000000,1.000000,0.000000,0.000000,4.857981,0.000000,0.000000,0.000000,0.000000,geography.location.country,0.6700,geography.location.region,0.1700,representation.text.entity_name,0.0400,identity.person.last_name,0.0300,geography.address.street_name,0.0200
world_cities,eval/datasets/csv/world_cities.csv,subcountry,region,geography.location.state,0.7000,true,sense_geo_hint_override:subcountry,false,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.840000,0.000000,9.380000,1.360000,8.020000,0.350000,0.110000,0.000000,0.959067,0.148814,0.805714,0.000000,7.450000,0.007100,1.000000,1.080000,1.000000,1.340000,0.990000,0.000000,0.000000,3.312442,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.674397,0.000000,15.635606,0.370400,12.299607,0.447500,0.137900,0.000000,0.011759,0.002087,0.017149,0.000000,4.487500,0.000627,0.000000,0.093600,0.000000,0.464400,0.009900,0.000000,0.000000,0.396343,0.000000,0.065100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,0.000000,20.000000,3.000000,18.000000,3.000000,2.000000,0.000000,1.000000,0.333333,1.000000,0.000000,14.000000,0.153846,1.000000,3.000000,1.000000,4.000000,1.000000,0.000000,0.000000,4.523562,0.000000,1.000000,0.000000,0.000000,datetime.component.day_of_week,0.0300,datetime.component.month_name,0.0300,,,,,,
world_cities,eval/datasets/csv/world_cities.csv,geonameid,id,finance.currency.amount_minor_int,0.8900,false,,false,100,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,6.860000,6.860000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.764667,6.860000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.971596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.240400,0.240400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014700,0.240400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008669,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.500000,5.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.584963,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,8.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,3.169925,0.000000,0.000000,0.000000,0.000000,finance.currency.amount_minor_int,0.8900,,,,,,,,
datetime_formats,eval/datasets/csv/datetime_formats.csv,iso_date,date,datetime.date.iso,1.0000,false,,false,80,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.799999,0.000000,0.000000,0.500000,4.000000,0.000000,0.200000,1.000000,3.000000,1.000000,1.000000,0.000000,1.000000,1.000000,3.459431,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.800000,0.000000,0.000000,0.300000,4.000000,0.000000,0.200000,1.000000,3.000000,1.000000,1.000000,0.000000,1.000000,1.000000,3.459432,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.800000,0.000000,0.000000,0.700000,4.000000,0.000000,0.200000,1.000000,3.000000,1.000000,1.000000,0.000000,1.000000,1.000000,3.459432,0.000000,1.000000,0.000000,0.000000,datetime.date.iso,1.0000,,,,,,,,
datetime_formats,eval/datasets/csv/datetime_formats.csv,us_date,date,datetime.date.mdy_slash,1.0000,false,,false,80,0.000000,0.000000,0.000000,0.712500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.799999,0.000000,0.000000,0.500000,4.000000,0.000000,0.200000,1.000000,1.000000,3.000000,1.000000,0.000000,1.000000,1.000000,3.459431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.800000,0.000000,0.000000,0.300000,4.000000,0.000000,0.200000,1.000000,1.000000,3.000000,1.000000,0.000000,1.000000,1.000000,3.459432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.800000,0.000000,0.000000,0.700000,4.000000,0.000000,0.200000,1.000000,1.000000,3.000000,1.000000,0.000000,1.000000,1.000000,3.459432,0.000000,0.000000,0.000000,0.000000,datetime.date.mdy_slash,1.0000,,,,,,,,
datetime_formats,eval/datasets/csv/datetime_formats.csv,eu_date,date,datetime.date.dmy_slash,0.8000,true,date_slash_disambiguation,false,80,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.799999,0.000000,0.000000,0.500000,4.000000,0.000000,0.200000,1.000000,1.000000,3.000000,1.000000,0.000000,1.000000,1.000000,3.459431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.187500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.800000,0.000000,0.000000,0.300000,4.000000,0.000000,0.200000,1.000000,1.000000,3.000000,1.000000,0.000000,1.000000,1.000000,3.459432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.800000,0.000000,0.000000,0.700000,4.000000,0.000000,0.200000,1.000000,1.000000,3.000000,1.000000,0.000000,1.000000,1.000000,3.459432,0.000000,0.000000,0.000000,0.000000,datetime.date.mdy_slash,0.6500,datetime.date.dmy_slash,0.3500,,,,,,
datetime_formats,eval/datasets/csv/datetime_formats.csv,iso_timestamp,timestamp,datetime.timestamp.iso_8601,1.0000,false,,false,80,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,20.000000,14.000000,2.000000,2.000000,0.000000,0.000000,4.000000,0.700000,0.100000,1.000000,0.511250,4.000000,1.000000,0.200000,1.000000,3.000000,1.000000,1.000000,0.000000,1.000000,0.000000,4.392314,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,20.000000,14.000000,2.000000,2.000000,0.000000,0.000000,4.000000,0.700000,0.100000,1.000000,0.400000,4.000000,1.000000,0.200000,1.000000,3.000000,1.000000,1.000000,0.000000,1.000000,0.000000,4.392317,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,20.000000,14.000000,2.000000,2.000000,0.000000,0.000000,4.000000,0.700000,0.100000,1.000000,0.600000,4.000000,1.000000,0.200000,1.000000,3.000000,1.000000,1.000000,0.000000,1.000000,0.000000,4.392317,1.000000,1.000000,0.000000,0.000000,datetime.timestamp.iso_8601,1.0000,,,,,,,,
datetime_formats,eval/datasets/csv/datetime_formats.csv,sql_timestamp,sql timestamp,datetime.timestamp.sql_standard,1.0000,false,,false,80,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.000000,14.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.736842,0.000000,0.000000,0.485526,4.000000,0.000000,0.210526,1.000000,3.000000,1.000000,2.000000,0.000000,1.000000,1.000000,4.321929,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.000000,14.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.736842,0.000000,0.000000,0.368421,4.000000,0.000000,0.210526,1.000000,3.000000,1.000000,2.000000,0.000000,1.000000,1.000000,4.321928,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.000000,14.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.736842,0.000000,0.000000,0.578947,4.000000,0.000000,0.210526,1.000000,3.000000,1.000000,2.000000,0.000000,1.000000,1.000000,4.321928,1.000000,1.000000,0.000000,0.000000,datetime.timestamp.sql_standard,1.0000,,,,,,,,
datetime_formats,eval/datasets/csv/datetime_formats.csv,unix_epoch,time,datetime.epoch.unix_seconds,0.8000,true,sense_header_hint_cross_domain:unix_epoch,false,80,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.643750,10.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,3.459431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.400000,10.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,3.459432,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.900000,10.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,3.459432,0.000000,0.000000,0.000000,0.000000,identity.medical.npi,0.8000,datetime.epoch.unix_seconds,0.1125,finance.currency.amount_minor_int,0.0125,identity.commerce.isbn,0.0125,,
