dataset	column_name	gt_label	finetype_label	raw_pred	raw_conf	raw_rule	sharp_pred	sharp_conf	sharp_rule	raw_match	sharp_match	sharpen_changed	sharpen_effect
coverage_closure_phase_ab	comma_separated	container.array.comma_separated	container.array.comma_separated	representation.text.entity_name	0.3915	multi-branch-sibling	representation.text.entity_name	0.3915	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	compact_mdy	datetime.date.compact_mdy	datetime.date.compact_mdy	datetime.date.compact_mdy	1.0	multi-branch-sibling	datetime.date.compact_mdy	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	compact_ym	datetime.date.compact_ym	datetime.date.compact_ym	datetime.date.compact_ym	0.9996	multi-branch-sibling	datetime.date.compact_ym	0.9996	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	continent	geography.location.continent	geography.location.continent	geography.location.continent	0.9993	multi-branch-sibling	geography.location.continent	0.9993	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	csv	container.object.csv	container.object.csv	representation.text.plain_text	0.6845	multi-branch-sibling	representation.text.plain_text	0.6845	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	ctime	datetime.timestamp.ctime	datetime.timestamp.ctime	datetime.timestamp.ctime	0.9966	multi-branch-sibling	datetime.timestamp.ctime	0.9966	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	dea_number	identity.medical.dea_number	identity.medical.dea_number	identity.medical.dea_number	1.0	multi-branch-sibling	identity.medical.dea_number	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	discrete_ordinal	representation.discrete.ordinal	representation.discrete.ordinal	representation.text.plain_text	0.923	multi-branch-sibling	representation.text.plain_text	0.923	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	dmy_dash_abbrev	datetime.date.dmy_dash_abbrev	datetime.date.dmy_dash_abbrev	datetime.date.dmy_dash_abbrev	1.0	multi-branch-sibling	datetime.date.dmy_dash_abbrev	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	dmy_dash_abbrev_short	datetime.date.dmy_dash_abbrev_short	datetime.date.dmy_dash_abbrev_short	datetime.date.dmy_dash_abbrev_short	0.9959	multi-branch-sibling	datetime.date.dmy_dash_abbrev_short	0.9959	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	dmy_short_dot	datetime.date.dmy_short_dot	datetime.date.dmy_short_dot	datetime.date.dmy_short_dot	0.9384	multi-branch-sibling	datetime.date.dmy_short_dot	0.9384	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	dmy_short_slash	datetime.date.dmy_short_slash	datetime.date.dmy_short_slash	datetime.date.dmy_short_slash	0.9625	multi-branch-sibling	datetime.date.dmy_short_slash	0.9625	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	dmy_space_abbrev	datetime.date.dmy_space_abbrev	datetime.date.dmy_space_abbrev	datetime.date.dmy_space_abbrev	1.0	multi-branch-sibling	datetime.date.dmy_space_abbrev	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	dmy_space_full	datetime.date.dmy_space_full	datetime.date.dmy_space_full	datetime.date.dmy_space_full	1.0	multi-branch-sibling	datetime.date.dmy_space_full	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	dna_sequence	representation.scientific.dna_sequence	representation.scientific.dna_sequence	representation.identifier.alphanumeric_id	0.6943	multi-branch-sibling	representation.identifier.alphanumeric_id	0.6943	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	doi	technology.code.doi	technology.code.doi	technology.code.doi	0.9966	multi-branch-sibling	technology.code.doi	0.9966	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	dot_dmy_24h	datetime.timestamp.dot_dmy_24h	datetime.timestamp.dot_dmy_24h	datetime.timestamp.sql_milliseconds	0.635	multi-branch-sibling	datetime.timestamp.sql_milliseconds	0.635	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	dot_ymd_24h	datetime.timestamp.dot_ymd_24h	datetime.timestamp.dot_ymd_24h	datetime.timestamp.dot_ymd_24h	0.9933	multi-branch-sibling	datetime.timestamp.dot_ymd_24h	0.9933	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	emoji	representation.text.emoji	representation.text.emoji	representation.text.emoji	1.0	multi-branch-sibling	representation.text.emoji	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	excel_format	representation.file.excel_format	representation.file.excel_format	representation.text.word	0.3651	multi-branch-sibling	representation.text.word	0.3651	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	extension	representation.file.extension	representation.file.extension	representation.file.extension	0.992	multi-branch-sibling	representation.file.extension	0.992	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	full_month_no_comma	datetime.date.full_month_no_comma	datetime.date.full_month_no_comma	datetime.date.full_month_no_comma	1.0	multi-branch-sibling	datetime.date.full_month_no_comma	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	gender_code	identity.person.gender_code	identity.person.gender_code	identity.person.gender_code	0.8065	multi-branch-sibling	identity.person.gender_code	0.8065	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	hm_24h	datetime.time.hm_24h	datetime.time.hm_24h	datetime.time.hm_24h	0.9636	multi-branch-sibling	datetime.time.hm_24h	0.9636	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	hms_24h	datetime.time.hms_24h	datetime.time.hms_24h	datetime.time.hms_24h	1.0	multi-branch-sibling	datetime.time.hms_24h	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	html	container.object.html	container.object.html	representation.text.plain_text	0.9076	multi-branch-sibling	representation.text.plain_text	0.9076	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	http_method	technology.internet.http_method	technology.internet.http_method	technology.internet.http_method	0.9125	multi-branch-sibling	technology.internet.http_method	0.9125	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	imei	technology.code.imei	technology.code.imei	technology.code.imei	1.0	multi-branch-sibling	technology.code.imei	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	ip_v4_with_port	technology.internet.ip_v4_with_port	technology.internet.ip_v4_with_port	technology.internet.ip_v4_with_port	0.9986	multi-branch-sibling	technology.internet.ip_v4_with_port	0.9986	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	iso	datetime.time.iso	datetime.time.iso	datetime.time.hms_24h	0.9972	multi-branch-sibling	datetime.time.hms_24h	0.9972	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	iso_8601_compact	datetime.timestamp.iso_8601_compact	datetime.timestamp.iso_8601_compact	datetime.timestamp.iso_8601_compact	0.5286	multi-branch-sibling	datetime.timestamp.iso_8601_compact	0.5286	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	iso_8601_micros_offset	datetime.timestamp.iso_8601_micros_offset	datetime.timestamp.iso_8601_micros_offset	datetime.timestamp.iso_8601_micros_offset	0.9998	multi-branch-sibling	datetime.timestamp.iso_8601_micros_offset	0.9998	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	iso_8601_microseconds	datetime.timestamp.iso_8601_microseconds	datetime.timestamp.iso_8601_microseconds	datetime.timestamp.iso_microseconds	0.9962	multi-branch-sibling	datetime.timestamp.iso_microseconds	0.9962	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	iso_8601_millis_offset	datetime.timestamp.iso_8601_millis_offset	datetime.timestamp.iso_8601_millis_offset	datetime.timestamp.iso_8601_millis_offset	0.9924	multi-branch-sibling	datetime.timestamp.iso_8601_millis_offset	0.9924	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.sql_milliseconds	0.3456	multi-branch-sibling	datetime.timestamp.sql_milliseconds	0.3456	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	iso_microseconds	datetime.timestamp.iso_microseconds	datetime.timestamp.iso_microseconds	datetime.timestamp.sql_microseconds	0.9999	multi-branch-sibling	datetime.timestamp.sql_microseconds	0.9999	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	iso_space_zulu	datetime.timestamp.iso_space_zulu	datetime.timestamp.iso_space_zulu	datetime.timestamp.iso_space_zulu	0.9974	multi-branch-sibling	datetime.timestamp.iso_space_zulu	0.9974	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	jp_era_long	datetime.date.jp_era_long	datetime.date.jp_era_long	datetime.date.jp_era_long	1.0	multi-branch-sibling	datetime.date.jp_era_long	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	jp_era_short	datetime.date.jp_era_short	datetime.date.jp_era_short	representation.identifier.alphanumeric_id	0.7465	multi-branch-sibling	representation.identifier.alphanumeric_id	0.7465	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	json_array	container.object.json_array	container.object.json_array	representation.text.plain_text	0.9514	multi-branch-sibling	representation.text.plain_text	0.9514	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	julian	datetime.date.julian	datetime.date.julian	representation.numeric.integer_number	0.694	multi-branch-sibling	representation.numeric.integer_number	0.694	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	korean_ymd	datetime.date.korean_ymd	datetime.date.korean_ymd	datetime.date.korean_ymd	0.9996	multi-branch-sibling	datetime.date.korean_ymd	0.9996	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	mdy_24h	datetime.timestamp.mdy_24h	datetime.timestamp.mdy_24h	datetime.timestamp.mdy_24h	0.9998	multi-branch-sibling	datetime.timestamp.mdy_24h	0.9998	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	mdy_short_slash	datetime.date.mdy_short_slash	datetime.date.mdy_short_slash	datetime.date.dmy_short_slash	0.5253	multi-branch-sibling	datetime.date.dmy_short_slash	0.5253	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	measurement_unit	representation.scientific.measurement_unit	representation.scientific.measurement_unit	representation.identifier.alphanumeric_id	0.2259	multi-branch-sibling	representation.identifier.alphanumeric_id	0.2259	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	month_year_abbrev	datetime.date.month_year_abbrev	datetime.date.month_year_abbrev	datetime.date.month_year_abbrev	0.9998	multi-branch-sibling	datetime.date.month_year_abbrev	0.9998	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	month_year_full	datetime.date.month_year_full	datetime.date.month_year_full	datetime.date.month_year_full	0.9992	multi-branch-sibling	datetime.date.month_year_full	0.9992	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	month_year_slash	datetime.date.month_year_slash	datetime.date.month_year_slash	datetime.date.month_year_slash	0.9914	multi-branch-sibling	datetime.date.month_year_slash	0.9914	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	ndc	identity.medical.ndc	identity.medical.ndc	identity.medical.ndc	0.9998	multi-branch-sibling	identity.medical.ndc	0.9998	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	numeric_code	representation.identifier.numeric_code	representation.identifier.numeric_code	representation.numeric.integer_number	0.7555	multi-branch-sibling	representation.numeric.integer_number	0.8555	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	ordinal	datetime.date.ordinal	datetime.date.ordinal	datetime.date.abbreviated_month	0.4867	multi-branch-sibling	datetime.date.abbreviated_month	0.4867	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	periodicity	datetime.component.periodicity	datetime.component.periodicity	datetime.component.periodicity	0.9846	multi-branch-sibling	datetime.component.periodicity	0.9846	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	pg_short_offset	datetime.timestamp.pg_short_offset	datetime.timestamp.pg_short_offset	representation.text.plain_text	0.485	multi-branch-sibling	representation.text.plain_text	0.485	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	pipe_separated	container.array.pipe_separated	container.array.pipe_separated	container.array.pipe_separated	0.9974	multi-branch-sibling	container.array.pipe_separated	0.9974	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	plain_text	representation.text.plain_text	representation.text.plain_text	representation.text.plain_text	0.9467	multi-branch-sibling	representation.text.plain_text	0.9467	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	protein_sequence	representation.scientific.protein_sequence	representation.scientific.protein_sequence	representation.scientific.protein_sequence	0.6771	multi-branch-sibling	representation.scientific.protein_sequence	0.6771	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	query_string	container.key_value.query_string	container.key_value.query_string	representation.text.plain_text	0.8773	multi-branch-sibling	representation.text.plain_text	0.8773	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	rfc_2822_ordinal	datetime.timestamp.rfc_2822_ordinal	datetime.timestamp.rfc_2822_ordinal	datetime.timestamp.rfc_2822	0.9711	multi-branch-sibling	datetime.timestamp.rfc_2822	1.0	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	rna_sequence	representation.scientific.rna_sequence	representation.scientific.rna_sequence	representation.identifier.alphanumeric_id	0.4133	multi-branch-sibling	representation.identifier.alphanumeric_id	0.4133	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	sedol	finance.securities.sedol	finance.securities.sedol	finance.securities.lei	0.2736	multi-branch-sibling	finance.securities.lei	0.2736	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	semicolon_separated	container.array.semicolon_separated	container.array.semicolon_separated	container.array.semicolon_separated	0.7297	multi-branch-sibling	container.array.semicolon_separated	0.7297	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	short_dmy	datetime.date.short_dmy	datetime.date.short_dmy	datetime.date.dmy_slash	0.918	multi-branch-sibling	datetime.date.dmy_slash	0.918	date_slash_disambiguation	0	0	0	UNCHANGED
coverage_closure_phase_ab	short_mdy	datetime.date.short_mdy	datetime.date.short_mdy	datetime.date.mdy_slash	0.9304	multi-branch-sibling	datetime.date.mdy_slash	0.9304	date_slash_disambiguation	0	0	0	UNCHANGED
coverage_closure_phase_ab	short_ymd	datetime.date.short_ymd	datetime.date.short_ymd	datetime.date.ymd_slash	0.9548	multi-branch-sibling	datetime.date.ymd_slash	0.9548	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	si_number	representation.numeric.si_number	representation.numeric.si_number	representation.numeric.si_number	0.6597	multi-branch-sibling	representation.numeric.si_number	0.6597	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	slash_ymd_24h	datetime.timestamp.slash_ymd_24h	datetime.timestamp.slash_ymd_24h	datetime.timestamp.slash_ymd_24h	1.0	multi-branch-sibling	datetime.timestamp.slash_ymd_24h	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	sql_microseconds	datetime.timestamp.sql_microseconds	datetime.timestamp.sql_microseconds	datetime.timestamp.sql_microseconds	0.9999	multi-branch-sibling	datetime.timestamp.sql_microseconds	0.9999	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	sql_microseconds_offset	datetime.timestamp.sql_microseconds_offset	datetime.timestamp.sql_microseconds_offset	datetime.timestamp.sql_microseconds_offset	1.0	multi-branch-sibling	datetime.timestamp.sql_microseconds_offset	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	sql_milliseconds	datetime.timestamp.sql_milliseconds	datetime.timestamp.sql_milliseconds	datetime.timestamp.sql_milliseconds	1.0	multi-branch-sibling	datetime.timestamp.sql_milliseconds	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	state_code	geography.location.state_code	geography.location.state_code	geography.location.region	0.8599	multi-branch-sibling	geography.location.region	0.8599	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	terms	representation.boolean.terms	representation.boolean.terms	representation.boolean.terms	1.0	multi-branch-sibling	representation.boolean.terms	1.0	boolean_subtype_terms	1	1	0	UNCHANGED
coverage_closure_phase_ab	token_urlsafe	technology.cryptographic.token_urlsafe	technology.cryptographic.token_urlsafe	technology.cryptographic.token_urlsafe	0.9775	multi-branch-sibling	technology.cryptographic.token_urlsafe	0.9775	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	top_level_domain	technology.internet.top_level_domain	technology.internet.top_level_domain	technology.internet.hostname	0.5634	multi-branch-sibling	technology.internet.hostname	0.5634	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	unix_milliseconds	datetime.epoch.unix_milliseconds	datetime.epoch.unix_milliseconds	datetime.epoch.unix_milliseconds	0.9772	multi-branch-sibling	datetime.epoch.unix_milliseconds	1.0	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	0.5319	multi-branch-sibling	datetime.epoch.unix_seconds	0.6319	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	weekday_abbreviated_month	datetime.date.weekday_abbreviated_month	datetime.date.weekday_abbreviated_month	datetime.date.weekday_abbreviated_month	0.9994	multi-branch-sibling	datetime.date.weekday_abbreviated_month	0.9994	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	weekday_dmy_full	datetime.date.weekday_dmy_full	datetime.date.weekday_dmy_full	datetime.date.weekday_dmy_full	0.9476	multi-branch-sibling	datetime.date.weekday_dmy_full	0.9476	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	weekday_full_month	datetime.date.weekday_full_month	datetime.date.weekday_full_month	datetime.date.weekday_abbreviated_month	0.6525	multi-branch-sibling	datetime.date.weekday_abbreviated_month	0.6525	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	whitespace_separated	container.array.whitespace_separated	container.array.whitespace_separated	container.array.whitespace_separated	0.411	multi-branch-sibling	container.array.whitespace_separated	0.411	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	word	representation.text.word	representation.text.word	representation.text.word	0.8946	multi-branch-sibling	representation.text.word	0.8946	multi-branch-sibling	1	1	0	UNCHANGED
coverage_closure_phase_ab	xml	container.object.xml	container.object.xml	representation.text.plain_text	0.9067	multi-branch-sibling	representation.text.plain_text	0.9067	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	yaml	container.object.yaml	container.object.yaml	representation.text.plain_text	0.9199	multi-branch-sibling	representation.text.plain_text	0.9199	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	year_month	datetime.date.year_month	datetime.date.year_month	datetime.date.year_month	0.9994	multi-branch-sibling	datetime.date.year_month	0.9994	multi-branch-sibling	1	1	0	UNCHANGED
