# rhh_counterfactual.tsv — ac-04 output
# Source: target/release/finetype profile over eval/datasets/manifest.csv
# Model dir: /Users/hugh/github/meridian-online/finetype/models/sherlock-v16
# Model weights sha256: 58dcba8ea723f4f4d4091d1ef348ad3b19f7700396bd47ecee759409a28f9ecc
# Families: 22
# Baseline datasets profiled: 36
# Scoring: schema_mapping.csv-backed label equivalence (mirrors eval/eval_profile.sql interchangeability classes).
# Schema: family_id\tdataset\tcolumn_name\tgt_label\tbaseline_label\tdisabled_label\tbaseline_confidence\tdisabled_confidence\tbaseline_rule\tdisabled_rule\tbaseline_correct\tdisabled_correct\tbaseline_domain_correct\tdisabled_domain_correct\tlabel_changed
family_id	dataset	column_name	gt_label	baseline_label	disabled_label	baseline_confidence	disabled_confidence	baseline_rule	disabled_rule	baseline_correct	disabled_correct	baseline_domain_correct	disabled_domain_correct	label_changed
header_hint_table	countries	sub-region-code	code	representation.identifier.numeric_code	representation.identifier.numeric_code	0.6297	0.6297			1	1	1	1	0
header_hint_table	covid_timeseries	Date	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
header_hint_table	covid_timeseries	Country	country	geography.location.country	geography.location.country	1.0000	0.9996			1	1	1	1	0
header_hint_table	covid_timeseries	Confirmed	number	representation.numeric.integer_number	representation.numeric.integer_number	0.9981	0.9981	feature_no_leading_zero:0.00	feature_no_leading_zero:0.00	1	1	1	1	0
header_hint_table	covid_timeseries	Recovered	number	representation.numeric.integer_number	representation.numeric.integer_number	0.9903	0.9903			1	1	1	1	0
header_hint_table	covid_timeseries	Deaths	number	representation.numeric.integer_number	representation.numeric.integer_number	0.9999	0.9999	feature_no_leading_zero:0.00	feature_no_leading_zero:0.00	1	1	1	1	0
header_hint_table	us_states	State	state	geography.location.state	geography.location.region	0.9998	0.9998	header_hint_geo_override:state		1	1	1	1	1
header_hint_table	us_states	Abbreviation	code	geography.location.state_code	geography.location.state_code	0.9999	0.9999			0	0	1	1	0
header_hint_table	world_cities	name	city	geography.location.city	geography.location.city	0.9981	0.9981			1	1	1	1	0
header_hint_table	world_cities	country	country	geography.location.country	geography.location.country	1.0000	1.0000			1	1	1	1	0
header_hint_table	world_cities	subcountry	region	geography.location.region	geography.location.region	0.9996	0.9996			1	1	1	1	0
header_hint_table	world_cities	geonameid	id	representation.numeric.integer_number	representation.numeric.integer_number	0.8325	0.8325	feature_no_leading_zero:0.00	feature_no_leading_zero:0.00	1	1	1	1	0
header_hint_table	iris	sepal_length	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9992	0.9992			1	1	1	1	0
header_hint_table	iris	sepal_width	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9972	0.9972			1	1	1	1	0
header_hint_table	iris	petal_length	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	1.0000	1.0000			1	1	1	1	0
header_hint_table	iris	petal_width	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	1.0000	1.0000			1	1	1	1	0
header_hint_table	iris	species	category	representation.discrete.categorical	representation.text.entity_name	0.5000	0.9060	header_hint_generic:species		1	0	1	1	1
header_hint_table	ecommerce_orders	order_id	code	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.9494	0.9494			1	1	1	1	0
header_hint_table	ecommerce_orders	customer_email	email	identity.person.email	identity.person.email	1.0000	1.0000			1	1	1	1	0
header_hint_table	ecommerce_orders	order_date	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
header_hint_table	ecommerce_orders	total_price	price	finance.currency.amount	finance.currency.amount	0.9770	0.9770	header_hint_cross_domain:total_price	header_hint_cross_domain:total_price	1	1	1	1	0
header_hint_table	ecommerce_orders	currency	currency	finance.currency.currency_code	finance.currency.currency_code	1.0000	1.0000			1	1	1	1	0
header_hint_table	ecommerce_orders	credit_card_last4	code	geography.address.postal_code	geography.address.postal_code	0.9816	0.9816	numeric_postal_code_detection	numeric_postal_code_detection	0	0	1	1	0
header_hint_table	ecommerce_orders	shipping_country	country	geography.location.country	geography.location.country	1.0000	1.0000			1	1	1	1	0
header_hint_table	ecommerce_orders	shipping_postal_code	postal code	geography.address.postal_code	geography.address.postal_code	1.0000	1.0000	numeric_postal_code_detection	numeric_postal_code_detection	1	1	1	1	0
header_hint_table	ecommerce_orders	status	status	representation.text.word	representation.text.word	0.9997	0.9997			0	0	1	1	0
header_hint_table	ecommerce_orders	is_gift	boolean	representation.boolean.terms	representation.boolean.terms	1.0000	1.0000	boolean_subtype_terms	boolean_subtype_terms	1	1	1	1	0
header_hint_table	ecommerce_orders	tracking_url	url	technology.internet.url	technology.internet.url	1.0000	1.0000			1	1	1	1	0
header_hint_table	ecommerce_orders	phone	telephone	identity.person.phone_number	identity.person.phone_number	0.5000	0.5000	header_hint_hardcoded:phone	header_hint_hardcoded:phone	1	1	1	1	0
header_hint_table	tech_systems	server_hostname	hostname	technology.internet.hostname	technology.internet.hostname	0.8072	0.8072			1	1	1	1	0
header_hint_table	tech_systems	ip_address	ip_v4	technology.internet.ip_v4	technology.internet.ip_v4	1.0000	1.0000	ipv4_detection	ipv4_detection	1	1	1	1	0
header_hint_table	tech_systems	mac_address	mac address	technology.internet.mac_address	technology.internet.mac_address	1.0000	1.0000			1	1	1	1	0
header_hint_table	tech_systems	os	operating system	technology.development.os	representation.text.entity_name	0.9114	0.9114	header_hint_cross_domain:os		0	0	0	0	1
header_hint_table	tech_systems	version	version	datetime.date.dmy_short_dot	datetime.date.dmy_short_dot	0.9986	0.9986			0	0	0	0	0
header_hint_table	tech_systems	language	language	representation.discrete.categorical	representation.text.entity_name	0.5000	0.7177	header_hint_generic:language		1	0	1	1	1
header_hint_table	tech_systems	port	port	representation.numeric.integer_number	representation.numeric.integer_number	0.7388	0.7388			1	1	1	1	0
header_hint_table	tech_systems	uuid	uuid	representation.identifier.uuid	representation.identifier.uuid	1.0000	1.0000			1	1	1	1	0
header_hint_table	tech_systems	api_key	code	technology.cryptographic.token_urlsafe	technology.cryptographic.token_urlsafe	1.0000	1.0000			0	0	1	1	0
header_hint_table	tech_systems	user_agent	user agent	technology.cryptographic.jwt	technology.cryptographic.jwt	0.9997	0.9997			0	0	1	1	0
header_hint_table	tech_systems	log_timestamp	timestamp	datetime.timestamp.iso_8601	datetime.timestamp.iso_8601	1.0000	1.0000			1	1	1	1	0
header_hint_table	tech_systems	request_url	url	technology.internet.url	technology.internet.url	1.0000	1.0000			1	1	1	1	0
header_hint_table	people_directory	full_name	name	identity.person.full_name	identity.person.full_name	1.0000	1.0000			1	1	1	1	0
header_hint_table	people_directory	first_name	first name	identity.person.first_name	identity.person.first_name	1.0000	1.0000	header_hint_cross_domain:first_name	header_hint_cross_domain:first_name	1	1	1	1	0
header_hint_table	people_directory	last_name	last name	identity.person.last_name	identity.person.last_name	1.0000	1.0000			1	1	1	1	0
header_hint_table	people_directory	email	email	identity.person.email	identity.person.email	1.0000	1.0000			1	1	1	1	0
header_hint_table	people_directory	phone	telephone	identity.government.ssn	identity.government.ssn	0.9680	0.9680			0	0	1	1	0
header_hint_table	people_directory	age	number	representation.numeric.integer_number	representation.identifier.increment	0.5000	0.7000	header_hint_generic:age	numeric_sequential_detection	1	1	1	1	1
header_hint_table	people_directory	gender	gender	identity.person.gender	identity.person.gender	1.0000	1.0000	gender_detection	gender_detection	1	1	1	1	0
header_hint_table	people_directory	ssn	ssn	identity.government.ssn	identity.government.ssn	1.0000	1.0000			1	1	1	1	0
header_hint_table	people_directory	date_of_birth	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
header_hint_table	people_directory	company	entity name	representation.text.entity_name	representation.text.entity_name	1.0000	0.9708			1	1	1	1	0
header_hint_table	people_directory	job_title	occupation	representation.discrete.categorical	representation.discrete.categorical	0.4952	0.3952	attractor_demotion_cardinality:identity.person.first_name	attractor_demotion_cardinality:identity.person.first_name	1	1	1	1	0
header_hint_table	people_directory	salary	number	finance.currency.amount	finance.currency.amount	0.9965	0.9965	header_hint_cross_domain:salary	header_hint_cross_domain:salary	0	0	0	0	0
header_hint_table	people_directory	height_cm	height	identity.person.height	identity.person.height	0.9215	0.9215	header_hint_cross_domain:height_cm	header_hint_cross_domain:height_cm	1	1	1	1	0
header_hint_table	people_directory	weight_kg	weight	identity.person.weight	identity.person.weight	0.9999	0.9999	header_hint_cross_domain:weight_kg	header_hint_cross_domain:weight_kg	1	1	1	1	0
header_hint_table	financial_data	date	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
header_hint_table	financial_data	ticker	code	geography.transportation.icao_code	geography.transportation.icao_code	1.0000	1.0000			0	0	1	1	0
header_hint_table	financial_data	open_price	price	finance.currency.amount	finance.currency.amount	0.9998	0.9998	header_hint_cross_domain:open_price	header_hint_cross_domain:open_price	1	1	1	1	0
header_hint_table	financial_data	close_price	price	finance.currency.amount	finance.currency.amount	0.9999	0.9999	header_hint_cross_domain:close_price	header_hint_cross_domain:close_price	1	1	1	1	0
header_hint_table	financial_data	high_price	price	finance.currency.amount	finance.currency.amount	1.0000	1.0000	header_hint_cross_domain:high_price	header_hint_cross_domain:high_price	1	1	1	1	0
header_hint_table	financial_data	low_price	price	finance.currency.amount	finance.currency.amount	1.0000	1.0000	header_hint_cross_domain:low_price	header_hint_cross_domain:low_price	1	1	1	1	0
header_hint_table	financial_data	volume	number	identity.commerce.ean	identity.commerce.ean	0.4330	0.4330			0	0	0	0	0
header_hint_table	financial_data	market_cap	value	representation.numeric.si_number	representation.numeric.si_number	0.8597	0.8597			1	1	1	1	0
header_hint_table	financial_data	pe_ratio	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9975	0.9975			1	1	1	1	0
header_hint_table	financial_data	dividend_yield	percentage	representation.numeric.percentage	representation.numeric.percentage	1.0000	1.0000			1	1	1	1	0
header_hint_table	financial_data	currency	currency	finance.currency.currency_code	finance.currency.currency_code	1.0000	1.0000			1	1	1	1	0
header_hint_table	financial_data	exchange	category	representation.discrete.categorical	representation.scientific.protein_sequence	0.5000	0.4236	header_hint_hardcoded:exchange		1	0	1	1	1
header_hint_table	datetime_formats	iso_date	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
header_hint_table	datetime_formats	us_date	mdy slash	datetime.date.mdy_slash	datetime.date.mdy_slash	0.6537	0.6537	date_slash_disambiguation	date_slash_disambiguation	1	1	1	1	0
header_hint_table	datetime_formats	eu_date	dmy slash	datetime.date.dmy_slash	datetime.date.dmy_slash	0.7498	0.7498	date_slash_disambiguation	date_slash_disambiguation	1	1	1	1	0
header_hint_table	datetime_formats	iso_timestamp	timestamp	datetime.timestamp.iso_8601	datetime.timestamp.iso_8601	1.0000	1.0000			1	1	1	1	0
header_hint_table	datetime_formats	sql_timestamp	sql timestamp	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	1.0000	1.0000			1	1	1	1	0
header_hint_table	datetime_formats	unix_epoch	time	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	1.0000	1.0000			1	1	1	1	0
header_hint_table	datetime_formats	unix_ms	time	datetime.epoch.unix_milliseconds	datetime.epoch.unix_milliseconds	1.0000	1.0000			1	1	1	1	0
header_hint_table	datetime_formats	year	year	datetime.component.year	datetime.component.year	1.0000	1.0000	year_compact_ym_gate:four_digit=1.00,year_range=1.00	year_compact_ym_gate:four_digit=1.00,year_range=1.00	1	1	1	1	0
header_hint_table	datetime_formats	month_name	month name	datetime.component.month_name	datetime.component.month_name	1.0000	1.0000	month_name_detection	month_name_detection	1	1	1	1	0
header_hint_table	datetime_formats	day_of_week	day of week	datetime.component.day_of_week	datetime.component.day_of_week	1.0000	1.0000	day_of_week_name_detection	day_of_week_name_detection	1	1	1	1	0
header_hint_table	datetime_formats	time_24h	time 24h	datetime.time.hms_24h	datetime.time.hms_24h	1.0000	1.0000			1	1	1	1	0
header_hint_table	datetime_formats	duration_iso	duration	datetime.duration.iso_8601	datetime.duration.iso_8601	1.0000	1.0000			1	1	1	1	0
header_hint_table	datetime_formats	utc_offset	utc offset	datetime.offset.utc	datetime.offset.utc	1.0000	0.9997	utc_offset_override_time	utc_offset_override_time	1	1	1	1	0
header_hint_table	datetime_formats	timezone	time zone	datetime.offset.iana	datetime.offset.iana	1.0000	1.0000			1	1	1	1	0
header_hint_table	geography_data	city	city	geography.location.city	geography.location.city	1.0000	0.9964			1	1	1	1	0
header_hint_table	geography_data	country_code	country code	geography.location.country_code	geography.location.country_code	1.0000	0.9999			1	1	1	1	0
header_hint_table	geography_data	country	country	geography.location.country	geography.location.country	1.0000	1.0000			1	1	1	1	0
header_hint_table	geography_data	region	region	geography.location.region	geography.location.region	0.7882	0.7882			1	1	1	1	0
header_hint_table	geography_data	postal_code	postal code	geography.address.postal_code	geography.address.postal_code	0.5760	0.5760	header_hint_cross_domain:postal_code	header_hint_cross_domain:postal_code	1	1	1	1	0
header_hint_table	geography_data	latitude	latitude	geography.coordinate.latitude	geography.coordinate.latitude	1.0000	1.0000	coordinate_disambiguation	coordinate_disambiguation	1	1	1	1	0
header_hint_table	geography_data	longitude	longitude	geography.coordinate.longitude	geography.coordinate.longitude	1.0000	1.0000	coordinate_disambiguation	coordinate_disambiguation	1	1	1	1	0
header_hint_table	geography_data	coordinates	coordinates	geography.coordinate.coordinates	geography.coordinate.coordinates	1.0000	1.0000			1	1	1	1	0
header_hint_table	geography_data	full_address	address	geography.address.full_address	geography.address.full_address	0.6456	0.6456			1	1	1	1	0
header_hint_table	geography_data	street_number	number	geography.address.street_address	geography.address.street_address	0.9984	0.9984	header_hint_cross_domain:street_number	header_hint_cross_domain:street_number	0	0	0	0	0
header_hint_table	geography_data	elevation_m	number	representation.numeric.integer_number	representation.numeric.integer_number	0.9979	0.9979	feature_no_leading_zero:0.00	feature_no_leading_zero:0.00	1	1	1	1	0
header_hint_table	codes_and_ids	isbn	isbn	identity.commerce.isbn	identity.commerce.isbn	0.9999	0.9999			1	1	1	1	0
header_hint_table	codes_and_ids	issn	issn	identity.commerce.issn	identity.commerce.issn	1.0000	1.0000			1	1	1	1	0
header_hint_table	codes_and_ids	ean	ean	identity.commerce.ean	identity.commerce.ean	1.0000	0.9852			1	1	1	1	0
header_hint_table	codes_and_ids	uuid	uuid	representation.identifier.uuid	representation.identifier.uuid	1.0000	1.0000			1	1	1	1	0
header_hint_table	codes_and_ids	credit_card	credit card number	finance.payment.credit_card_number	finance.payment.credit_card_number	1.0000	1.0000			1	1	1	1	0
header_hint_table	codes_and_ids	swift_code	swift code	finance.banking.swift_bic	finance.securities.sedol	0.5000	0.4793	header_hint_hardcoded:swift_code		1	0	1	1	1
header_hint_table	codes_and_ids	iban	iban	finance.banking.iban	finance.banking.iban	0.9733	0.9733			1	1	1	1	0
header_hint_table	codes_and_ids	hex_color	color	representation.format.color_hex	representation.format.color_hex	0.9653	0.9653			1	1	1	1	0
header_hint_table	codes_and_ids	mime_type	file format	representation.file.mime_type	representation.file.mime_type	1.0000	1.0000			1	1	1	1	0
header_hint_table	codes_and_ids	locale	locale code	technology.code.locale_code	technology.code.locale_code	0.9991	0.9991			1	1	1	1	0
header_hint_table	codes_and_ids	sha256	hash	technology.cryptographic.hash	technology.cryptographic.hash	0.8798	0.8798			1	1	1	1	0
header_hint_table	codes_and_ids	semantic_version	version	technology.development.version	technology.development.version	0.9982	0.9982	version_dmy_short_dot_gate:invalid_date=0.71	version_dmy_short_dot_gate:invalid_date=0.71	1	1	1	1	0
header_hint_table	medical_records	patient_id	id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.9645	0.9645			1	1	1	1	0
header_hint_table	medical_records	npi	npi	identity.medical.npi	identity.medical.npi	1.0000	0.9998			1	1	1	1	0
header_hint_table	medical_records	first_name	first name	identity.person.first_name	identity.person.first_name	1.0000	1.0000	header_hint_cross_domain:first_name	header_hint_cross_domain:first_name	1	1	1	1	0
header_hint_table	medical_records	last_name	last name	identity.person.last_name	identity.person.last_name	1.0000	1.0000			1	1	1	1	0
header_hint_table	medical_records	date_of_birth	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
header_hint_table	medical_records	gender	gender	identity.person.gender	identity.person.gender	0.6159	0.5159	gender_detection	gender_detection	1	1	1	1	0
header_hint_table	medical_records	heart_rate	number	representation.numeric.integer_number	representation.numeric.integer_number	1.0000	0.9026			1	1	1	1	0
header_hint_table	medical_records	temperature_f	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	1.0000	1.0000			1	1	1	1	0
header_hint_table	medical_records	weight_lbs	weight	identity.person.weight	identity.person.weight	1.0000	1.0000	header_hint_cross_domain:weight_lbs	header_hint_cross_domain:weight_lbs	1	1	1	1	0
header_hint_table	medical_records	height_in	height	identity.person.height	identity.person.height	0.9967	0.9967	header_hint_cross_domain:height_in	header_hint_cross_domain:height_in	1	1	1	1	0
header_hint_table	medical_records	diagnosis_code	icd10	identity.medical.icd10	identity.medical.icd10	1.0000	1.0000			1	1	1	1	0
header_hint_table	medical_records	visit_date	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
header_hint_table	medical_records	is_admitted	boolean	representation.boolean.terms	representation.boolean.terms	1.0000	1.0000	boolean_subtype_terms	boolean_subtype_terms	1	1	1	1	0
header_hint_table	books_catalog	isbn	isbn	identity.commerce.isbn	identity.commerce.isbn	1.0000	1.0000			1	1	1	1	0
header_hint_table	books_catalog	title	title	representation.text.entity_name	representation.text.entity_name	0.7124	0.7124			1	1	1	1	0
header_hint_table	books_catalog	author	author	identity.person.full_name	identity.person.full_name	1.0000	0.9991			1	1	1	1	0
header_hint_table	books_catalog	publisher	entity name	representation.text.entity_name	representation.discrete.categorical	0.5000	0.3847	header_hint_generic:publisher	attractor_demotion_cardinality:identity.person.first_name	1	0	1	1	1
header_hint_table	books_catalog	year_published	year	datetime.component.year	datetime.component.year	1.0000	1.0000	numeric_year_detection	numeric_year_detection	1	1	1	1	0
header_hint_table	books_catalog	pages	number	representation.numeric.integer_number	representation.numeric.integer_number	0.8000	0.7000	feature_no_leading_zero:0.00	feature_no_leading_zero:0.00	1	1	1	1	0
header_hint_table	books_catalog	language	language	representation.discrete.categorical	representation.text.word	0.5000	0.8875	header_hint_generic:language		1	0	1	1	1
header_hint_table	books_catalog	rating	rating	representation.discrete.ordinal	representation.numeric.decimal_number	0.5000	0.9999	header_hint_generic:rating		1	1	1	1	1
header_hint_table	books_catalog	price_usd	price	finance.currency.amount	finance.currency.amount	0.9940	0.9940	header_hint_cross_domain:price_usd	header_hint_cross_domain:price_usd	1	1	1	1	0
header_hint_table	books_catalog	url	url	technology.internet.url	technology.internet.url	0.8112	0.8112	header_hint_cross_domain:url	header_hint_cross_domain:url	1	1	1	1	0
header_hint_table	books_catalog	description	description	container.array.whitespace_separated	container.array.whitespace_separated	0.4699	0.4699			0	0	0	0	0
header_hint_table	network_logs	timestamp	iso timestamp milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	1.0000	1.0000			1	1	1	1	0
header_hint_table	network_logs	source_ip	ip_v4	technology.internet.ip_v4	technology.internet.ip_v4	1.0000	1.0000	ipv4_detection	ipv4_detection	1	1	1	1	0
header_hint_table	network_logs	destination_ip	ip_v4	technology.internet.ip_v4	technology.internet.ip_v4	1.0000	1.0000	ipv4_detection	ipv4_detection	1	1	1	1	0
header_hint_table	network_logs	method	http method	technology.internet.http_method	technology.internet.http_method	1.0000	1.0000			1	1	1	1	0
header_hint_table	network_logs	url_path	code	technology.internet.url	technology.internet.url	0.6180	0.6180	header_hint_cross_domain:url_path	header_hint_cross_domain:url_path	1	1	1	1	0
header_hint_table	network_logs	status_code	http status code	representation.numeric.integer_number	representation.numeric.integer_number	0.8382	0.8382			1	1	1	1	0
header_hint_table	network_logs	response_time_ms	number	representation.numeric.integer_number	representation.numeric.integer_number	1.0000	1.0000	feature_no_leading_zero:0.00	feature_no_leading_zero:0.00	1	1	1	1	0
header_hint_table	network_logs	user_agent	user agent	technology.development.docker_ref	technology.development.docker_ref	0.4173	0.4173			0	0	1	1	0
header_hint_table	network_logs	request_id	uuid	representation.identifier.uuid	representation.identifier.uuid	1.0000	1.0000			1	1	1	1	0
header_hint_table	network_logs	content_type	file format	representation.file.mime_type	representation.file.mime_type	1.0000	1.0000			1	1	1	1	0
header_hint_table	network_logs	payload_size_bytes	number	representation.numeric.integer_number	representation.numeric.integer_number	0.5000	0.5000	header_hint_generic:payload_size_bytes	header_hint_generic:payload_size_bytes	1	1	1	1	0
header_hint_table	network_logs	query_params	code	container.key_value.query_string	container.key_value.query_string	1.0000	1.0000			1	1	1	1	0
header_hint_table	scientific_measurements	experiment_id	id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.9878	0.9878			1	1	1	1	0
header_hint_table	scientific_measurements	measurement_unit	measurement unit	representation.scientific.measurement_unit	representation.scientific.measurement_unit	0.9121	0.9121			1	1	1	1	0
header_hint_table	scientific_measurements	value	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9993	0.9993			1	1	1	1	0
header_hint_table	scientific_measurements	percentage	percentage	representation.numeric.percentage	representation.numeric.percentage	1.0000	1.0000			1	1	1	1	0
header_hint_table	scientific_measurements	formula	code	representation.scientific.smiles	representation.scientific.smiles	0.9885	0.9885			0	0	1	1	0
header_hint_table	scientific_measurements	ph_value	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9998	0.9998			1	1	1	1	0
header_hint_table	scientific_measurements	temperature_celsius	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	1.0000	1.0000			1	1	1	1	0
header_hint_table	scientific_measurements	pressure_atm	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.8000	0.8000	header_hint_sci_measurement:pressure_atm	header_hint_sci_measurement:pressure_atm	1	1	1	1	0
header_hint_table	scientific_measurements	timestamp	timestamp	datetime.timestamp.iso_8601	datetime.timestamp.iso_8601	1.0000	1.0000			1	1	1	1	0
