sha	column	true	pred	confidence	quality_band	runner_up	rule	vetoed	correct
11fee01e8a2bb02d1d0c58744d9093fe266ea96a1bc1025863effe4987185ee5	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.6063294410705566	low	technology.cryptographic.hash	veto_fallback:id	True	1
7d1664008091ab276f99c3df439461e31640640c501b0042e369186982ad1889	link_id	representation.identifier.alphanumeric_id	technology.internet.url	0.5	low	technology.cryptographic.hash	header_hint_hardcoded:link_id	False	0
7d1664008091ab276f99c3df439461e31640640c501b0042e369186982ad1889	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.5595900416374207	low	technology.identifier.tsid	veto_fallback:id	True	1
2891bb6de64bdbde6f2f3c20a31a0eb1d2de97542c65e8b0d5841cef160b0543	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.4305240511894226	low	technology.identifier.tsid	veto_fallback:id	True	1
4a97818bccd541ccc7d2fda44732578f27f63a68830eb6e794234a0466237549	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.6901642680168152	low	technology.cryptographic.hash	veto_fallback:id	True	1
93261749de14bb1c77f2c7a7138879993dd63f56a4004b29d17054b8bd0ab89d	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.5345866680145264	low	technology.cryptographic.hash	veto_fallback:id	True	1
4a584a9db9374c3ed257393f26add043af6d3c10138cbaba22207a054428a39d	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.4362959563732147	low	technology.cryptographic.hash	veto_fallback:id	True	1
168d4b90975a01dd5e74951cba6c845fd33b7aacacbe2fe822feca4b1378a6b5	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.7759140133857727	medium		veto_fallback:id	True	1
a2d34caf97b88b489fad46df0fd82892c9437ae17cb57277555fd4e0f04cfc91	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
b57b501497dc473c200b8a6ce4e4d6704bacb122ee1c0c8d2f6c51f2159d2b37	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
d2a70d9eb46a24528ae507115d30d3c30f2880e15d3bd3c267533819a4438b6b	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
459d0b28dd662c8eea7236af736fc6c5ab3cdce32644150e7d70284ff06147a1	CountryCode	geography.location.country_code	geography.location.country_code	0.9734734892845154	high			False	1
fe7745a5b4a54c912c7252a0ee14cf4e1c79ea20e794d6acf959fbe49e8820a3	NPPES_PROVIDER_COUNTRY	geography.location.country_code	geography.location.country_code	0.9874010682106018	high			False	1
c5cf6c7f0e1ff013c51be1af8f61c39aa4d34bbf0351b65d884515d42d077d83	NPPES_PROVIDER_COUNTRY	geography.location.country_code	geography.location.country_code	0.9874010682106018	high			False	1
f8d13d2fd31abc3efe986915b7ffc3685fd872f1df1e60f65c210e9aa3612efd	countryCode	geography.location.country_code	geography.location.country_code	0.9877843856811523	high			False	1
a12e91a5db77bbd391d47b8d647c0cdcf2c74673b4984073a859cdadfb3b5dd7	Country	geography.location.country_code	geography.location.country_code	0.9896278381347656	high		country_code_post_hint_guard:alpha2_rate=1.00	False	1
216f6a46b2a2dc3c7a2fbe0f7d831f875b2cc7a05ef56bd7b77fed1160389cfb	country	geography.location.country_code	geography.location.country_code	0.99112468957901	high		country_code_post_hint_guard:alpha2_rate=1.00	False	1
8331e5ebf40b3310c90edf9853a0375822b703af3733b0e6f3d3359d24616da3	Country	geography.location.country_code	geography.location.country_code	0.6000000238418579	low	geography.location.region	country_code_corroboration	False	1
58bbb3130117bf5703816dfc9fed0c34afc97b8b5f88e9f6c387e91bc04a4b01	country	geography.location.country_code	geography.location.country_code	0.800000011920929	medium		country_code_post_hint_guard:alpha2_rate=1.00	False	1
1aa886137d41355049f757b22009e37b8f05e71b8274b242e9c7605e15145801	countryCode	geography.location.country_code	geography.location.country_code	0.9877843856811523	high			False	1
0c01eda7366db7a2ddd011c85959095ca3982b56b510e1d335d07da61a546fab	countryCode	geography.location.country_code	geography.location.country_code	0.9877843856811523	high			False	1
e5f784d19c67804d6b437169757916117bbc4e8b62a801d5e47c6d2272b4ee13	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
c66bf266c7164fd9ead29c059e79bed974994d2a0567864002efc4172282179d	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
794aabff8bd3888e3c5b44efd5f2b5a83f44a09ac72ade10bf303e6b7fa7bfeb	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
ee0788c7023defa826223b8f46a592223032a91ea732e0af184a5a46fa514dd3	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
4c960d445e3bbf5c9f9348a0bb745496f86604f276bc76a34ce039a9e170f1b1	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
75c606cbf6c31e84c0a06251a323e75f0a23e2c27d1fdb4ff108bc88243ec00f	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
7378ddf58059479566ef3bf8f0f885028867008ab0245857893068b4b94d9305	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
3adafaf76c027f876adaad7df9eabf87b1f086e4c61c5de8adfaa54bc0bd0379	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
e997b12a559d1e7cdeb6d413ad61bb03c29e1952f5373fd14bc69c7fda6b7e4f	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
970651ad9f95ba8d68f69cd9ca583fcf8900f9901b5e01860db64352a4f68855	country_code	geography.location.country_code	geography.location.country_code	1.0	high			False	1
b66140608f73480ccc68821f8fa233a576996c1e8c3ee6264e0023ae4135a34b	Country	geography.location.country_code	geography.location.country_code	0.9941849112510681	high		country_code_post_hint_guard:alpha2_rate=1.00	False	1
87f33e3f51efa1d650e203b0b5e65e2b1c9714ac64e4a37066d71690ad54e73b	country	geography.location.country_code	geography.location.country_code	0.99112468957901	high		country_code_post_hint_guard:alpha2_rate=1.00	False	1
4d3a70cb10124b534d3b3520e3f1b5ee56a084b736fc7918182d1fc9c88163b1	country_id	geography.location.country_code	geography.location.country_code	0.9846650958061218	high			False	1
cd96c830f5f0d3f1d3903e7b94b7e6b62e350fded24030a551806eef3116699b	country_id	geography.location.country_code	geography.location.country_code	0.9846650958061218	high			False	1
ee4700db32b75facf1dc10eeff714cf541cb88e814dd2a1c8aae69581296d22b	country_id	geography.location.country_code	geography.location.country_code	0.7944484949111938	medium			False	1
499ca918d7af628e37a446acc706128554937889e7d31f325125a9369ac1872d	country_code	geography.location.country_code	geography.location.country_code	0.7003492116928101	medium			False	1
c12d7a78acfa366ed9850f1d314ff5ecc7f12db341568c4a17e2fdea20f6b9a7	country	geography.location.country_code	geography.location.country_code	0.800000011920929	medium		country_code_post_hint_guard:alpha2_rate=1.00	False	1
dac45352ba6c481779b4f48ec175ec6bf46191d7605532401eb7e8036d3e0b21	venue_localized_country_name	geography.location.country	identity.person.full_name	0.6244085431098938	low	geography.location.country	header_hint_person_override:venue_localized_country_name	False	0
d74d4d592bac70a01eb83811dfd39293e8609e303d19a0dea7700016f57fe6c9	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
fe780b1a6eb99618029b34d7605bbb7bb6fe09cfc70af511257975e57f7ebaf9	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
7d89500febc818ea0fe10cf268206ff53d094395f4e2f112795bdce7dd7fe967	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
b50b64cda798fd326a32bc034ae87e59d8ad121e4b44be80c73d59ddeedf2a0d	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
119034f59941263af8f4a686ee086e2cd2bfc8ba07f0b75ad62c823e0b738029	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
ec08f0733657562cb8a067d419c4ecfeef10eda643cc0027a3ee47419f4a2d33	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
4fa2e6624f820e66021ba8ecd754e32fc1308f18b89c2a0c789906a5837bdea9	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
51ede784ec2b709d3949b7cdb8f718f29e37558e1242cd45e1718df164b60faf	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
8a6728a52ce75ba0aae95c559b37065f0692830fe0d2cba9cc7ddce620b665c9	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
0c41d3c433d4401a3d4918564347a1424db4026b96efb8d706994147bcc5a21b	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
f32edd8ffdeb0f59f489eea4b71b2ad9176d4e9adf22e24592b857767fe5c5bd	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
354b9d7b70355b273db76a89cf4601c1b08a66cfd13e3ddeafc519bf21c51e7d	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
fbcca15341ba74691f8218209476294fc189d537947cbfcde08f390789b7c543	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
2cca6dfba0c773c896168ff99b1ed97cc9f999ca1c08c2a6f2f203a20ba79505	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
3ff70a03583eb06222e475cf0fdea33d2a0fbdab76a902fc9b6a306ca25cf095	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
96b0c4699df6f807796d8db586a9c1c4ddc7a6f26a7491bcd16eb4df058cf0ed	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
b6db1682f516e3bd5915a886da6a0e610adcfb62ddbba4d88281e0f3bd1539bd	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
14d9f16204528760cf758230144fc3fbcdd5c0e8199956d19488527c0ac06fb3	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
d6599f8d11aa42f1e26dccf549d71603a955c2e0cd6200d8794e2ebb41ee2d67	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
f9a5e4f554d4ac2fa9cd00a5a29027f0fe146fd7961ecd96c6024d2d67ccadb9	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
4dccbd38a799da7a481bb2c79807af3e9470ce45bfc0190641be844290d3df6f	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
bb58c5989e76e6e7b79276f16f8e6090f5b4ee7a90d9a40c7cb88e9986752ff9	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
34a03e50c229f02f6db7e85b7df1069906798dc1075bcdfc5554b8c9107e8891	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
0c669fe7b5ed8f0b54bceadd3ac6e53b0cf0dd771f314f936b6ad20d96215499	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
063caa53b5db4821cbe1cbd3062ceafabc3d5950af1856d242b4d3225b6b8cdf	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
a368748c44a738ec437eb6cd2edf235420ee65b9a35ff12810edbe62efd378f7	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
d777dd90ac932340b6377843d6bc1df30f0b33cb26afe883ff64c940a83a77b5	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
4d92084db55e2d51cf6bce8385c3be3aecbc8837adab4f5874296ed43c62c82f	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
33e27a9b82e3b59867b87437198827294c0eda6cfb352042dd659ddcd879711b	exchange	representation.text.word	representation.text.word	0.8881123065948486	high		enum_reframe_residual<-header_hint_cross_domain:exchange	False	1
6b40faab0b06523e85d45c35db5e6f0ca89443fad5ad03dfba829d6da71bd587	lat	geography.coordinate.latitude	geography.coordinate.latitude	0.579683780670166	low		coordinate_disambiguation	False	1
2cfd2180b6f1285812e4645c55a7050da8afb6636e5c9860e9636f9a36decff9	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9804137349128723	high		header_hint_cross_domain:latitude	False	1
d06e09fb11e8bcc14fd7236805d1bf1aec568b86b02dba379af4fd34061dfcb5	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9932765960693359	high		header_hint_cross_domain:latitude	False	1
02866d6d49509f82018c232b35cfd4fffaabf6874a842dbf03fbd533d651500f	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9736035466194153	high		header_hint_cross_domain:latitude	False	1
7e52c8463cb9d8e381e510c6cdb1441c834d414b19b8558947e6ede1e4d35331	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9175350069999695	high		header_hint_cross_domain:latitude	False	1
0a054b82ba877d9f84da4e87d91ea2e68ab1a54f28a77f98905ed53ec4b4a473	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9446726441383362	high		header_hint_cross_domain:latitude	False	1
5d625ca5d2ee2f0154f7e9f1f886176025c85a3388491a285fe50ade00e55e1f	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9899619817733765	high		header_hint_cross_domain:latitude	False	1
6f3795309d285c5a7c037c1afeb9e3da58695d3c10aaa8f1261b71b99ca01daf	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9946692585945129	high		header_hint_cross_domain:latitude	False	1
1da8a8118f987aac20f84f358cacac621d8ec361fe5547b8e9f904b60422f587	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9826639294624329	high		header_hint_cross_domain:latitude	False	1
523b85f058b1e970ffb76833fa4622162b8d0b3bcebe30a72f6775734911cf01	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9732159972190857	high		header_hint_cross_domain:latitude	False	1
3b453ba62475daf1997642dca113729483b21bcb5deb5881e446a6ce141d81d9	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9811311960220337	high		header_hint_cross_domain:latitude	False	1
e300e2c22b63311238897df874c9fb8e374c63881fe056d0c09dcfe0b0305643	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9641962051391602	high		header_hint_cross_domain:latitude	False	1
f622b84f11a91de0b33f466138f12192bffe856c5d84278da5038443fae856ad	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9641962051391602	high		header_hint_cross_domain:latitude	False	1
67a7484e239dc923eed82dea492b2a203da21c203847161506f2613b314e4e5b	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9501808285713196	high		header_hint_cross_domain:latitude	False	1
f92341afab9586bae664a574441d8456f52633b4dc3abb956867f00be95a5a49	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9735562205314636	high		header_hint_cross_domain:latitude	False	1
60da311bee2c7dd72e094b053fb1605bd63ad280dca9574552d606d3246538c9	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9829494953155518	high		header_hint_cross_domain:latitude	False	1
f8cb393823657b21e5ed0a2426c576a37fc47e2bcfbe5c29ac3496635131f0e9	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9620375633239746	high		header_hint_cross_domain:latitude	False	1
c32c1f55c77bd408ad937cc64d31e2a5d990b82b6712a9a184f2a3bb201bddad	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9753231406211853	high		header_hint_cross_domain:latitude	False	1
2a85eed7b3d27e11df3d141f1267f72be81250345b22d5ae02c29d0267121e53	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9866589307785034	high		header_hint_cross_domain:latitude	False	1
8bad4a25d792446fa43c03c20624c3ec1e46f63daa8258868c31f07be278fd47	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9883432984352112	high		header_hint_cross_domain:latitude	False	1
785932eccbb6a915d7f1ce69bfd27681bbc6c04ef6ebec1aad5e7959a3471853	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9831094145774841	high		header_hint_cross_domain:latitude	False	1
553a0ca480667ce7b85b9b1b9948d609e56d58e62bb366724293b500f949ac1b	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9805232882499695	high		header_hint_cross_domain:latitude	False	1
28cfb7b5cd43902709934a70867ce968bfb5f6dc5a4667e3fc38bb97d24b068b	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9677914381027222	high		header_hint_cross_domain:latitude	False	1
6c1c07802c34c7e7e4a7e772fe695e13a94844b655c4682d802552cf452490bb	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9865368604660034	high		header_hint_cross_domain:latitude	False	1
5c417a30865036d2b06db7bb2d822f5fa0db84b1c379ed7b5217e015997c956f	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9865303039550781	high		header_hint_cross_domain:latitude	False	1
b8138466dade4ef98802796857d224bd67003e53b94c2a2c27c48c036a8bef45	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9809370636940002	high		header_hint_cross_domain:latitude	False	1
ef46e78178a9156fdd0cc87a8f75a2c0b157696072f2ce47817da3817c2dbcb7	latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9879185557365417	high		header_hint_cross_domain:latitude	False	1
8e4529adf14fa9601791f04ec5ea2d1ad90f0a0517b892567682659acf5858a1	latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9462210536003113	high		header_hint_cross_domain:latitude	False	1
b4c4def9df1bb6a8f8def1a131e907a8b33363173d66d3645118a4afb5fbfd3d	latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9601258635520935	high		header_hint_cross_domain:latitude	False	1
18ff4dddb3b1e662ef13f76cada2a23c1797e3f6d0ad2e634ba0b17a93f3e871	Lat	geography.coordinate.latitude	geography.coordinate.latitude	0.9994775652885437	high		header_hint_cross_domain:lat	False	1
6b40faab0b06523e85d45c35db5e6f0ca89443fad5ad03dfba829d6da71bd587	lon	geography.coordinate.longitude	geography.coordinate.longitude	0.7521330714225769	medium		header_hint_cross_domain:lon	False	1
2cfd2180b6f1285812e4645c55a7050da8afb6636e5c9860e9636f9a36decff9	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9612134695053101	high		header_hint_cross_domain:longitude	False	1
d06e09fb11e8bcc14fd7236805d1bf1aec568b86b02dba379af4fd34061dfcb5	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9386311769485474	high		header_hint_cross_domain:longitude	False	1
02866d6d49509f82018c232b35cfd4fffaabf6874a842dbf03fbd533d651500f	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9715867638587952	high		header_hint_cross_domain:longitude	False	1
7e52c8463cb9d8e381e510c6cdb1441c834d414b19b8558947e6ede1e4d35331	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9848509430885315	high		header_hint_cross_domain:longitude	False	1
0a054b82ba877d9f84da4e87d91ea2e68ab1a54f28a77f98905ed53ec4b4a473	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.8908142447471619	high		header_hint_cross_domain:longitude	False	1
5d625ca5d2ee2f0154f7e9f1f886176025c85a3388491a285fe50ade00e55e1f	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9748976230621338	high		header_hint_cross_domain:longitude	False	1
6f3795309d285c5a7c037c1afeb9e3da58695d3c10aaa8f1261b71b99ca01daf	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9233735799789429	high		header_hint_cross_domain:longitude	False	1
1da8a8118f987aac20f84f358cacac621d8ec361fe5547b8e9f904b60422f587	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9878958463668823	high		header_hint_cross_domain:longitude	False	1
523b85f058b1e970ffb76833fa4622162b8d0b3bcebe30a72f6775734911cf01	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9130443930625916	high		header_hint_cross_domain:longitude	False	1
3b453ba62475daf1997642dca113729483b21bcb5deb5881e446a6ce141d81d9	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9578946232795715	high		header_hint_cross_domain:longitude	False	1
e300e2c22b63311238897df874c9fb8e374c63881fe056d0c09dcfe0b0305643	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.970960795879364	high		header_hint_cross_domain:longitude	False	1
f622b84f11a91de0b33f466138f12192bffe856c5d84278da5038443fae856ad	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.970960795879364	high		header_hint_cross_domain:longitude	False	1
67a7484e239dc923eed82dea492b2a203da21c203847161506f2613b314e4e5b	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.993528425693512	high		header_hint_cross_domain:longitude	False	1
f92341afab9586bae664a574441d8456f52633b4dc3abb956867f00be95a5a49	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9399352073669434	high		header_hint_cross_domain:longitude	False	1
60da311bee2c7dd72e094b053fb1605bd63ad280dca9574552d606d3246538c9	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9783461689949036	high		header_hint_cross_domain:longitude	False	1
f8cb393823657b21e5ed0a2426c576a37fc47e2bcfbe5c29ac3496635131f0e9	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9613655805587769	high		header_hint_cross_domain:longitude	False	1
c32c1f55c77bd408ad937cc64d31e2a5d990b82b6712a9a184f2a3bb201bddad	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.992220938205719	high		header_hint_cross_domain:longitude	False	1
2a85eed7b3d27e11df3d141f1267f72be81250345b22d5ae02c29d0267121e53	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9766787886619568	high		header_hint_cross_domain:longitude	False	1
8bad4a25d792446fa43c03c20624c3ec1e46f63daa8258868c31f07be278fd47	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9862646460533142	high		header_hint_cross_domain:longitude	False	1
