dataset,column_name,predicted_type,confidence
datetime_formats,us_date,datetime.date.mdy_slash,0.8722741603851318
datetime_formats,eu_date,datetime.date.dmy_slash,0.9038110971450806
datetime_formats,iso_timestamp,datetime.timestamp.iso_8601,1.0
datetime_formats,sql_timestamp,datetime.timestamp.sql_standard,1.0
datetime_formats,unix_epoch,datetime.epoch.unix_seconds,1.0
datetime_formats,unix_ms,datetime.epoch.unix_milliseconds,1.0
datetime_formats,year,datetime.component.year,1.0
datetime_formats,month_name,datetime.component.month_name,0.8886033296585083
datetime_formats,day_of_week,datetime.component.day_of_week,1.0
datetime_formats,time_24h,datetime.time.hms_24h,1.0
datetime_formats,duration_iso,datetime.duration.iso_8601,0.9999797344207764
datetime_formats,utc_offset,datetime.offset.utc,1.0
datetime_formats,timezone,datetime.offset.iana,1.0
geography_data,city,geography.location.city,1.0
geography_data,country_code,geography.location.country_code,1.0
geography_data,country,geography.location.country,1.0
geography_data,region,geography.location.region,0.9704026579856873
geography_data,postal_code,geography.address.postal_code,0.9614474773406982
geography_data,latitude,geography.coordinate.latitude,1.0
geography_data,longitude,geography.coordinate.longitude,1.0
geography_data,coordinates,geography.coordinate.coordinates,1.0
geography_data,full_address,geography.address.full_address,0.828458845615387
geography_data,street_number,geography.address.street_address,0.9994449019432068
geography_data,elevation_m,representation.numeric.integer_number,0.9999861717224121
codes_and_ids,isbn,identity.commerce.isbn,0.9999639987945557
codes_and_ids,issn,identity.commerce.issn,1.0
codes_and_ids,ean,identity.commerce.ean,1.0
codes_and_ids,uuid,representation.identifier.uuid,1.0
codes_and_ids,credit_card,finance.payment.credit_card_number,0.9999998807907104
codes_and_ids,cvv,geography.address.postal_code,0.9460370540618896
codes_and_ids,swift_code,finance.banking.swift_bic,0.5
codes_and_ids,iban,finance.banking.iban,0.9974429607391357
codes_and_ids,hex_color,representation.format.color_hex,0.9996254444122314
codes_and_ids,mime_type,representation.file.mime_type,1.0
codes_and_ids,locale,technology.code.locale_code,0.9997125267982483
codes_and_ids,sha256,technology.cryptographic.hash,0.99094557762146
codes_and_ids,semantic_version,technology.development.version,0.9998849630355835
medical_records,patient_id,representation.identifier.alphanumeric_id,0.9861185550689697
medical_records,npi,identity.medical.npi,1.0
medical_records,first_name,identity.person.first_name,0.9999991655349731
medical_records,last_name,identity.person.last_name,1.0
medical_records,date_of_birth,datetime.date.iso,1.0
medical_records,gender,identity.person.gender,1.0
medical_records,blood_pressure,representation.numeric.decimal_number,0.5
medical_records,heart_rate,representation.numeric.integer_number,1.0
medical_records,temperature_f,representation.numeric.decimal_number,1.0
medical_records,weight_lbs,identity.person.weight,0.9995669722557068
medical_records,height_in,identity.person.height,0.9967605471611023
medical_records,diagnosis_code,identity.medical.icd10,1.0
medical_records,visit_date,datetime.date.iso,1.0
medical_records,is_admitted,representation.boolean.terms,1.0
books_catalog,isbn,identity.commerce.isbn,0.9999880790710449
books_catalog,title,container.array.whitespace_separated,0.6005880236625671
books_catalog,author,identity.person.full_name,1.0
books_catalog,publisher,representation.text.entity_name,0.7455192804336548
books_catalog,year_published,datetime.component.year,1.0
books_catalog,pages,representation.numeric.integer_number,0.7999910116195679
books_catalog,language,representation.discrete.categorical,0.5
books_catalog,rating,representation.discrete.ordinal,0.5
books_catalog,price_usd,finance.currency.amount,0.9994494318962097
books_catalog,url,technology.internet.url,0.6956321001052856
books_catalog,description,container.array.whitespace_separated,0.7035767436027527
network_logs,timestamp,datetime.timestamp.iso_8601_milliseconds,1.0
network_logs,source_ip,technology.internet.ip_v4,1.0
network_logs,destination_ip,technology.internet.ip_v4,1.0
network_logs,method,technology.internet.http_method,1.0
network_logs,url_path,technology.internet.url,0.7715935707092285
network_logs,status_code,representation.numeric.integer_number,0.9904031753540039
network_logs,response_time_ms,representation.numeric.integer_number,1.0
network_logs,user_agent,container.array.whitespace_separated,0.9866533875465393
network_logs,request_id,representation.identifier.uuid,1.0
network_logs,content_type,representation.file.mime_type,1.0
network_logs,payload_size_bytes,representation.numeric.integer_number,0.5
network_logs,query_params,container.key_value.query_string,0.9999352693557739
scientific_measurements,experiment_id,representation.identifier.alphanumeric_id,0.8514159321784973
scientific_measurements,measurement_unit,geography.location.state_code,0.7809563279151917
scientific_measurements,value,representation.numeric.decimal_number,0.9996938705444336
scientific_measurements,percentage,representation.numeric.percentage,1.0
scientific_measurements,formula,representation.scientific.smiles,0.9997414946556091
scientific_measurements,ph_value,representation.numeric.decimal_number,0.9999085664749146
scientific_measurements,temperature_celsius,representation.numeric.decimal_number,1.0
scientific_measurements,pressure_atm,representation.numeric.decimal_number,0.8745564818382263
scientific_measurements,timestamp,datetime.timestamp.iso_8601,1.0
scientific_measurements,latitude,geography.coordinate.latitude,1.0
scientific_measurements,longitude,geography.coordinate.longitude,1.0
multilingual,name,identity.person.full_name,0.9927257299423218
multilingual,address,geography.address.full_address,0.6045106649398804
multilingual,postal_code,geography.address.postal_code,0.7450833916664124
multilingual,phone,identity.person.phone_number,1.0
multilingual,date,datetime.date.dmy_slash,0.8178045153617859
multilingual,price,finance.currency.amount,0.5
multilingual,locale,representation.text.word,0.2591705918312073
multilingual,country,geography.location.country,1.0
sports_events,event_id,representation.identifier.alphanumeric_id,0.9535645246505737
sports_events,sport,representation.discrete.categorical,0.5
sports_events,venue,representation.text.entity_name,0.8736312389373779
sports_events,country,geography.location.country,1.0
sports_events,event_date,datetime.date.iso,1.0
sports_events,start_time,datetime.time.hm_24h,0.999958872795105
sports_events,duration_minutes,representation.numeric.integer_number,0.9171178340911865
sports_events,attendance,representation.numeric.integer_number,0.5
sports_events,ticket_price,finance.currency.amount,0.938349187374115
sports_events,status,datetime.component.periodicity,0.8685535192489624
sports_events,is_broadcast,representation.boolean.terms,0.9999977350234985
sports_events,viewer_rating,representation.numeric.percentage,1.0
datetime_formats_extended,eu_dot_date,datetime.date.dmy_dot,0.9999998807907104
datetime_formats_extended,abbreviated_month_date,datetime.date.abbreviated_month,0.6530548930168152
datetime_formats_extended,long_full_month_date,datetime.date.long_full_month,0.9828066825866699
datetime_formats_extended,time_12h,datetime.time.hm_12h,1.0
datetime_formats_extended,time_12h_seconds,datetime.time.hms_12h,1.0
datetime_formats_extended,rfc_2822_timestamp,datetime.timestamp.rfc_2822,1.0
datetime_formats_extended,american_timestamp,datetime.timestamp.mdy_12h,0.9999998807907104
datetime_formats_extended,european_timestamp,datetime.timestamp.dmy_hm,1.0
api_users_json,address.city,geography.location.city,1.0
api_users_json,address.country,geography.location.country_code,0.9999995231628418
api_users_json,address.postal_code,geography.address.postal_code,0.8278007507324219
api_users_json,email,identity.person.email,1.0
api_users_json,name,identity.person.full_name,0.9990280866622925
api_users_json,phone,identity.person.phone_number,1.0
api_users_json,profile_url,technology.internet.url,1.0
ecommerce_orders_json,currency,finance.currency.currency_code,1.0
ecommerce_orders_json,customer_email,identity.person.email,1.0
ecommerce_orders_json,is_express,representation.boolean.terms,0.9998478889465332
ecommerce_orders_json,order_date,datetime.timestamp.iso_8601,1.0
ecommerce_orders_json,order_id,representation.identifier.alphanumeric_id,0.9859908223152161
ecommerce_orders_json,product,representation.text.entity_name,0.8295596837997437
ecommerce_orders_json,quantity,representation.discrete.ordinal,0.9965428709983826
ecommerce_orders_json,status,representation.text.word,0.9865710139274597
ecommerce_orders_json,total,representation.numeric.decimal_number,0.9997953772544861
ecommerce_orders_json,unit_price,finance.currency.amount,0.9999226331710815
server_logs_json,bytes_sent,representation.numeric.integer_number,1.0
server_logs_json,client_ip,technology.internet.ip_v4,1.0
server_logs_json,method,technology.internet.http_method,0.9950939416885376
server_logs_json,path,representation.text.plain_text,0.5047541260719299
server_logs_json,request_url,technology.internet.url,0.5
server_logs_json,response_time_ms,representation.numeric.decimal_number,0.9997556805610657
server_logs_json,status_code,representation.numeric.integer_number,0.7743483185768127
server_logs_json,timestamp,datetime.timestamp.iso_8601_milliseconds,0.9999996423721313
server_logs_json,user_agent,technology.internet.user_agent,0.9999996423721313
weather_stations_json,humidity_pct,representation.numeric.decimal_number,0.9998010993003845
weather_stations_json,location.city,geography.location.city,1.0
weather_stations_json,location.country,geography.location.country_code,0.9999998807907104
weather_stations_json,location.latitude,geography.coordinate.latitude,1.0
weather_stations_json,location.longitude,geography.coordinate.longitude,1.0
weather_stations_json,observation_date,datetime.date.iso,1.0
weather_stations_json,precipitation_mm,representation.numeric.decimal_number,0.9998160004615784
weather_stations_json,station_name,representation.text.entity_name,0.9840806126594543
weather_stations_json,temperature_c,representation.numeric.decimal_number,1.0
weather_stations_json,wind_speed_kmh,representation.numeric.decimal_number,0.9996616840362549
new_geography,wkt,geography.format.wkt,1.0
new_geography,geojson,representation.text.plain_text,0.872625470161438
new_geography,h3,geography.index.h3,0.9999996423721313
new_geography,geohash,geography.coordinate.geohash,1.0
new_geography,plus_code,geography.coordinate.plus_code,1.0
new_geography,dms,geography.coordinate.dms,1.0
new_geography,mgrs,geography.coordinate.mgrs,1.0
new_geography,iso6346,geography.transportation.iso6346,1.0
new_geography,hs_code,geography.transportation.hs_code,0.9421470761299133
new_geography,unlocode,geography.transportation.unlocode,1.0
new_technology,ulid,technology.identifier.ulid,1.0
new_technology,tsid,technology.identifier.tsid,0.9999994039535522
new_technology,snowflake_id,technology.identifier.snowflake_id,0.9999979734420776
new_technology,aws_arn,technology.cloud.aws_arn,1.0
new_technology,s3_uri,technology.cloud.s3_uri,1.0
new_technology,jwt,technology.cryptographic.jwt,1.0
new_technology,docker_ref,technology.development.docker_ref,1.0
new_technology,git_sha,technology.cryptographic.hash,0.8841682076454163
new_technology,cidr,technology.internet.cidr,1.0
new_technology,urn,technology.internet.urn,1.0
new_technology,data_uri,technology.internet.data_uri,1.0
new_identity,icd10,identity.medical.icd10,1.0
new_identity,loinc,identity.medical.loinc,1.0
new_identity,cpt,identity.medical.cpt,1.0
new_identity,hcpcs,identity.medical.hcpcs,1.0
new_identity,vin,identity.government.vin,1.0
new_identity,eu_vat,identity.government.eu_vat,1.0
new_identity,ssn,identity.government.ssn,1.0
new_identity,ein,identity.government.ein,1.0
new_identity,pan_india,identity.government.pan_india,1.0
new_identity,abn,identity.government.abn,1.0
new_identity,orcid,identity.academic.orcid,1.0
new_identity,email_display,identity.person.email_display,1.0
new_identity,phone_e164,identity.person.phone_e164,1.0
new_identity,upc,identity.commerce.upc,1.0
new_identity,isrc,identity.commerce.isrc,1.0
new_finance,figi,finance.securities.figi,1.0
new_finance,aba_routing,finance.banking.aba_routing,1.0
new_finance,bsb,finance.banking.bsb,1.0
new_representation,cas_number,representation.scientific.cas_number,0.9999991655349731
new_representation,inchi,datetime.date.dmy_short_slash,0.732079267501831
new_representation,smiles,representation.discrete.categorical,0.33885642886161804
new_representation,color_hsl,representation.format.color_hsl,1.0
earthquakes_2024,time,datetime.timestamp.iso_8601_milliseconds,1.0
earthquakes_2024,latitude,geography.coordinate.latitude,1.0
earthquakes_2024,longitude,geography.coordinate.longitude,1.0
earthquakes_2024,depth,representation.numeric.decimal_number,0.9500172734260559
earthquakes_2024,mag,representation.numeric.decimal_number,0.9999088048934937
earthquakes_2024,magType,technology.internet.top_level_domain,0.8579673171043396
earthquakes_2024,nst,representation.numeric.integer_number,0.9957877993583679
earthquakes_2024,gap,finance.currency.amount_accounting,0.9885750412940979
earthquakes_2024,dmin,representation.numeric.decimal_number,0.5984804630279541
earthquakes_2024,rms,representation.numeric.decimal_number,0.9999630451202393
earthquakes_2024,net,technology.code.locale_code,0.9997254014015198
earthquakes_2024,id,identity.person.username,0.46476811170578003
earthquakes_2024,updated,datetime.timestamp.iso_8601_milliseconds,1.0
earthquakes_2024,place,geography.location.region,0.9748020172119141
earthquakes_2024,type,geography.location.city,0.5518261790275574
earthquakes_2024,horizontalError,representation.numeric.decimal_number,0.9985393285751343
earthquakes_2024,depthError,geography.coordinate.latitude,0.8488689064979553
earthquakes_2024,magError,datetime.date.dmy_short_dot,0.9928539395332336
earthquakes_2024,magNst,representation.numeric.integer_number,0.956732988357544
earthquakes_2024,status,technology.internet.top_level_domain,0.6021710634231567
earthquakes_2024,locationSource,technology.code.locale_code,0.9997242093086243
earthquakes_2024,magSource,technology.code.locale_code,0.9998278617858887
datetime_coverage,compact_ymd,datetime.date.compact_ymd,0.998138427734375
datetime_coverage,rfc_3339,datetime.timestamp.rfc_3339,0.9860538840293884
datetime_coverage,dmy_dash,datetime.date.dmy_dash,0.9060582518577576
datetime_coverage,ymd_dot,datetime.date.ymd_dot,0.999625563621521
datetime_coverage,quarter,datetime.period.quarter,0.9907214641571045
datetime_coverage,fiscal_year,datetime.period.fiscal_year,0.9993094205856323
datetime_coverage,iso_8601_offset,datetime.timestamp.iso_8601_offset,0.9966087341308594
datetime_coverage,iso_week,datetime.date.iso_week,0.9982815980911255
datetime_coverage,clf_timestamp,datetime.timestamp.clf,0.9999997615814209
datetime_coverage,syslog_bsd,datetime.timestamp.syslog_bsd,0.9996440410614014
datetime_coverage,mdy_dash,datetime.date.mdy_dash,0.5066536664962769
datetime_coverage,compact_dmy,datetime.date.compact_dmy,0.9998877048492432
finance_coverage,currency_symbol,finance.currency.currency_code,0.8809258937835693
finance_coverage,bitcoin_address,finance.crypto.bitcoin_address,0.9999998807907104
finance_coverage,isin,finance.securities.isin,0.9999997615814209
finance_coverage,cusip,finance.securities.cusip,0.9675823450088501
finance_coverage,lei,finance.securities.lei,0.9999874830245972
representation_coverage,scientific_notation,representation.numeric.scientific_notation,0.9999674558639526
representation_coverage,decimal_number_comma,representation.numeric.decimal_number_comma,0.9990260601043701
representation_coverage,file_size,representation.file.file_size,1.0
representation_coverage,integer_number,representation.numeric.integer_number,0.9812448024749756
technology_coverage,ip_v6,technology.internet.ip_v6,0.5
technology_coverage,calver,technology.development.calver,0.9442237019538879
technology_coverage,ip_v4_with_port,technology.internet.ip_v4_with_port,0.9999581575393677
technology_coverage,username,identity.person.username,0.9996849298477173
coverage_closure_phase_ab,comma_separated,representation.discrete.categorical,0.4757237434387207
coverage_closure_phase_ab,pipe_separated,container.array.pipe_separated,0.9926626682281494
coverage_closure_phase_ab,semicolon_separated,container.array.semicolon_separated,0.6469712853431702
coverage_closure_phase_ab,whitespace_separated,representation.discrete.categorical,0.5800984501838684
coverage_closure_phase_ab,query_string,representation.discrete.categorical,0.9040306806564331
coverage_closure_phase_ab,csv,representation.discrete.categorical,0.9602046608924866
coverage_closure_phase_ab,html,representation.discrete.categorical,0.9550273418426514
coverage_closure_phase_ab,json_array,representation.discrete.categorical,0.9547402858734131
coverage_closure_phase_ab,xml,representation.discrete.categorical,0.8421466946601868
coverage_closure_phase_ab,yaml,representation.discrete.categorical,0.7278819680213928
coverage_closure_phase_ab,periodicity,representation.text.word,0.8294925689697266
coverage_closure_phase_ab,abbrev_month_no_comma,datetime.date.abbrev_month_no_comma,0.9999822378158569
coverage_closure_phase_ab,chinese_ymd,datetime.date.chinese_ymd,0.9988002777099609
coverage_closure_phase_ab,compact_mdy,datetime.date.compact_mdy,0.9998636245727539
coverage_closure_phase_ab,compact_ym,datetime.date.compact_ym,0.9997901320457458
coverage_closure_phase_ab,dmy_dash_abbrev,datetime.date.dmy_dash_abbrev,0.9999964237213135
coverage_closure_phase_ab,dmy_dash_abbrev_short,datetime.date.dmy_dash_abbrev_short,0.9999088048934937
coverage_closure_phase_ab,dmy_short_dot,datetime.date.dmy_short_dot,0.9124742746353149
coverage_closure_phase_ab,dmy_short_slash,datetime.date.dmy_short_slash,0.9777292609214783
coverage_closure_phase_ab,dmy_space_abbrev,datetime.date.dmy_space_abbrev,0.9999990463256836
coverage_closure_phase_ab,dmy_space_full,datetime.date.dmy_space_full,0.9999994039535522
coverage_closure_phase_ab,full_month_no_comma,datetime.date.full_month_no_comma,0.9999808073043823
coverage_closure_phase_ab,jp_era_long,datetime.date.jp_era_long,0.9999949932098389
coverage_closure_phase_ab,jp_era_short,representation.identifier.alphanumeric_id,0.8854062557220459
coverage_closure_phase_ab,julian,representation.numeric.integer_number,0.46763724088668823
coverage_closure_phase_ab,korean_ymd,datetime.date.korean_ymd,0.9999966621398926
coverage_closure_phase_ab,mdy_short_slash,datetime.date.dmy_short_slash,0.6338002681732178
coverage_closure_phase_ab,month_year_abbrev,datetime.date.month_year_abbrev,0.999948263168335
coverage_closure_phase_ab,month_year_full,datetime.date.month_year_full,0.9998682737350464
coverage_closure_phase_ab,month_year_slash,datetime.date.month_year_slash,0.9999083280563354
coverage_closure_phase_ab,ordinal,datetime.date.abbreviated_month,0.6775308847427368
coverage_closure_phase_ab,short_dmy,datetime.date.dmy_slash,0.8817301392555237
coverage_closure_phase_ab,short_mdy,datetime.date.mdy_slash,0.9727036356925964
coverage_closure_phase_ab,short_ymd,datetime.date.ymd_slash,0.9731403589248657
coverage_closure_phase_ab,weekday_abbreviated_month,datetime.date.weekday_abbreviated_month,0.9970360994338989
coverage_closure_phase_ab,weekday_dmy_full,datetime.date.weekday_dmy_full,0.9871501922607422
coverage_closure_phase_ab,weekday_full_month,datetime.date.weekday_dmy_full,0.6870076060295105
coverage_closure_phase_ab,year_month,datetime.date.year_month,0.9927324652671814
coverage_closure_phase_ab,ymd_slash,datetime.date.ymd_slash,0.9999462366104126
coverage_closure_phase_ab,unix_microseconds,datetime.epoch.unix_seconds,0.9936618804931641
coverage_closure_phase_ab,unix_milliseconds,datetime.epoch.unix_milliseconds,1.0
coverage_closure_phase_ab,unix_seconds,datetime.epoch.unix_seconds,0.7390778660774231
coverage_closure_phase_ab,hm_24h,datetime.time.hm_24h,0.9847825169563293
coverage_closure_phase_ab,hms_24h,datetime.time.hms_24h,0.9999997615814209
coverage_closure_phase_ab,iso,datetime.time.hms_24h,0.9987429976463318
coverage_closure_phase_ab,ctime,datetime.timestamp.ctime,0.9856469035148621
coverage_closure_phase_ab,dot_dmy_24h,datetime.timestamp.dot_dmy_24h,0.9399027824401855
coverage_closure_phase_ab,dot_ymd_24h,datetime.timestamp.dot_ymd_24h,0.9004952907562256
coverage_closure_phase_ab,epoch_nanoseconds,datetime.epoch.unix_seconds,0.5
coverage_closure_phase_ab,iso_8601_compact,datetime.timestamp.iso_8601_compact,0.5204399228096008
coverage_closure_phase_ab,iso_8601_micros_offset,datetime.timestamp.iso_8601_micros_offset,0.9999644756317139
coverage_closure_phase_ab,iso_8601_microseconds,datetime.timestamp.iso_microseconds,0.9712608456611633
coverage_closure_phase_ab,iso_8601_millis_offset,datetime.timestamp.iso_8601_millis_offset,0.9690055251121521
coverage_closure_phase_ab,iso_8601_milliseconds,datetime.timestamp.iso_8601_millis_offset,0.40999990701675415
coverage_closure_phase_ab,iso_microseconds,datetime.timestamp.sql_microseconds,0.9999821186065674
coverage_closure_phase_ab,iso_space_zulu,datetime.timestamp.iso_space_zulu,0.9935059547424316
coverage_closure_phase_ab,mdy_24h,datetime.timestamp.mdy_24h,0.9999866485595703
coverage_closure_phase_ab,pg_short_offset,datetime.timestamp.dmy_hm,0.40762272477149963
coverage_closure_phase_ab,rfc_2822_ordinal,datetime.timestamp.rfc_2822,0.9840128421783447
coverage_closure_phase_ab,slash_ymd_24h,datetime.timestamp.slash_ymd_24h,0.9999904632568359
coverage_closure_phase_ab,sql_microseconds,datetime.timestamp.sql_microseconds,0.9999676942825317
coverage_closure_phase_ab,sql_microseconds_offset,datetime.timestamp.sql_microseconds_offset,0.9999858140945435
coverage_closure_phase_ab,sql_milliseconds,datetime.timestamp.sql_milliseconds,1.0
coverage_closure_phase_ab,ethereum_address,geography.address.full_address,0.9998077750205994
coverage_closure_phase_ab,amount,finance.currency.amount,0.7555948495864868
coverage_closure_phase_ab,amount_accounting,finance.currency.amount,0.7610649466514587
coverage_closure_phase_ab,amount_apostrophe,finance.currency.amount,0.5172867178916931
coverage_closure_phase_ab,amount_code_prefix,finance.currency.amount,0.9925070405006409
coverage_closure_phase_ab,amount_comma,finance.currency.amount,0.5
coverage_closure_phase_ab,amount_comma_suffix,finance.currency.amount,0.9528427124023438
coverage_closure_phase_ab,amount_crypto,finance.currency.amount,0.7614275217056274
coverage_closure_phase_ab,amount_lakh,finance.currency.amount,0.5
coverage_closure_phase_ab,amount_multisym,finance.currency.amount,0.5
coverage_closure_phase_ab,amount_neg_trailing,finance.currency.amount,0.8009578585624695
coverage_closure_phase_ab,amount_nodecimal,finance.currency.amount,1.0
coverage_closure_phase_ab,amount_space,finance.currency.amount,0.5
coverage_closure_phase_ab,basis_points,finance.rate.basis_points,0.6795714497566223
coverage_closure_phase_ab,yield,representation.numeric.percentage,0.9999995231628418
coverage_closure_phase_ab,sedol,representation.discrete.categorical,0.45245134830474854
coverage_closure_phase_ab,street_name,identity.person.full_name,0.9668394923210144
coverage_closure_phase_ab,street_suffix,geography.address.street_address,0.5661628246307373
coverage_closure_phase_ab,calling_code,representation.text.plain_text,0.943406343460083
coverage_closure_phase_ab,continent,geography.location.continent,0.9992473125457764
coverage_closure_phase_ab,state_code,geography.location.region,0.9001521468162537
coverage_closure_phase_ab,dea_number,identity.medical.dea_number,0.9999988079071045
coverage_closure_phase_ab,ndc,identity.medical.ndc,0.9834638237953186
coverage_closure_phase_ab,blood_type,identity.person.blood_type,0.8030287027359009
coverage_closure_phase_ab,gender_code,representation.discrete.categorical,0.7650890946388245
coverage_closure_phase_ab,password,identity.credential.password,0.6966321468353271
coverage_closure_phase_ab,initials,representation.boolean.initials,0.9018749594688416
coverage_closure_phase_ab,terms,representation.boolean.terms,0.9999998807907104
coverage_closure_phase_ab,discrete_ordinal,representation.discrete.categorical,0.8895971179008484
coverage_closure_phase_ab,excel_format,representation.discrete.categorical,0.7771947383880615
coverage_closure_phase_ab,extension,representation.file.extension,0.9946956038475037
coverage_closure_phase_ab,color_rgb,representation.format.color_rgb,0.9985041618347168
coverage_closure_phase_ab,numeric_code,representation.numeric.integer_number,0.8757539987564087
coverage_closure_phase_ab,si_number,representation.numeric.si_number,0.9129078388214111
coverage_closure_phase_ab,dna_sequence,representation.identifier.alphanumeric_id,0.4656587541103363
coverage_closure_phase_ab,measurement_unit,representation.discrete.categorical,0.17866846919059753
coverage_closure_phase_ab,protein_sequence,representation.scientific.protein_sequence,0.8255985379219055
coverage_closure_phase_ab,rna_sequence,representation.text.entity_name,0.38818660378456116
