family	target	source	file_path	column_name	file_content_sha256	n_values
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/felony2020-02-12%20at%2012.15.40%20PM%20132.parquet	Total Paid	f62db06935229a517603bd02180046eeba0a724fec4aaafec24ee608e9964b33	7
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_10.parquet	penalty	70d31ba76da5e27afb0da9db435c4b3c92735448a55659e09018cbc9f94447b9	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/2019-11-15_fs3_val_cresh01.parquet	noise_cozie	a3592c815d5dc840f5e1cd91a46abce09f6e575b0f6a3c080a68cc7fb1273efd	21
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/Marshall%20Islands_1.parquet	recoveredGrowthRate	d7c605562858561a5a66655558f816ca09abd1509d54bfb8fd13a9eabad49645	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/0021500264.parquet	OREB	d44fba69712b1bcb754a5780a7e593409144e64f4946ca8258bc4807ee320999	20
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/2020-01-13_2.parquet	googleMobility	8268968b1010bb249bc93e11e4a0edba824356ea2a3233e9016a8961916bd46f	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/object/Image_Examples.parquet	exif:PixelYDimension	dde5492c348eeb087662d4d6169af31c5a52b12fd644aac18922d413c06371c9	30
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/incubation_period/Minnesota_1.parquet	do i have the flu	06ce4f0a72d91e4bccce8d70cdab376e10d57c76f9b95482b870de20935e1fb7	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/mdl_question_225.parquet	hidden	83cd1f288ff29a39d5a6ad9ab53281f0813f4f136e1a0ae13eb279cee88fd8ef	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/sample_220.parquet	usage_limit_per_user	45e4a384bee9d8202139ea592fd61b5c3b36584eff74b91f9338bfdad6d865c9	5
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/account.tax.template_1266.parquet	tax_sign	1cc68f7f83cf4f1854595ef1204ca1ea2d517b0fa594a0b3f24d036061e97811	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_160.parquet	maxmark	7d75343fae2538f6052cbd32693b76a5a47d078c26cc5d02a2e5b59416bbc4a9	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/account.tax.template_6378.parquet	ref_base_sign	19f65f21891019fee99785a3367f22383b4f7523fe7ab1d8af31e7ced69ddc61	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/2020-01-23.parquet	googleMobility	8ef9965cbaede051b8c1f25bc4ef95f9fb7ed3cf36761eaf99515a906f14fecb	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/incubation_period/Delaware_1.parquet	flu remedies	65d340f5700c65ec06c0d1cf87c859786890338fa9ac134e2381330c4f418923	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/gw_15448.parquet	threat	910217d27685a7f597c284b9bdee4392cc549164da22c5fd6ca96ce058e38149	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/account.tax.template_6293.parquet	base_sign	24c70e0ae033e5a00daaca10f81c9fa225af715ca5c0ba1ed47ea145b3f74e4f	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/input_nodes_n25_s104_cb4_1.parquet	lambda	997edcdbba5ff0ab4f93d1bb5b92ff67a39aba69027f3178f52dc543d9d58def	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/half_life/Denise_Cummins_1_reviews.parquet	rStatus	419320462cf6eec891533f5d24f5de8209f7014edc22250c1e151490f0f2e46f	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/Ethiopia.parquet	googleMobility	c5b4047df2679cf3f9f55ba35dc9a594dc506e5c47b6e4a4c517f65d96fb047f	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/input_nodes_n25_s057_cb4_1.parquet	lambda	165cd6c92eebe07d0c3360e350a8052e486dd385669a81518596b9d5ef712201	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/channel_capacity/train_filtrado.parquet	Census_IsAlwaysOnAlwaysConnectedCapable	51c473c23c7aa20499033a3e29e85a5330d79251965145836feded504478501f	29
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_309.parquet	timemodified	5c56a3a48bde6352ce7ff12f2c826c1289bc05a661b77b089ce81f56a211c63f	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_372.parquet	penalty	8230f8df0e4e6b04074fa2e22718dd38947a6125b2c869413c731e8713773e23	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/0011500093.parquet	STL	5f0fd10135e67ce9bb5bfc7bc8e197dfa385357327de8c1ae9f15dc5fdba6f41	23
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/then/dataset_detail_tracking_expanded.parquet	histology	47cdb7c0caa468030cfc69e74637472213d607881995212e0b3eb6e469a96da9	17
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/id/20150405PHINYK.parquet	date	d62053e656859857a2a0c56075bc4ed4a23d1ca9e42f583fa711b425246c739f	11
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/2020-02-01.parquet	googleMobility	c2e3e50af2efc54f5e289001e9f4af7404d895d6fdb535e3161cd1f2d657c069	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/input_nodes_n25_s024_cb4.parquet	traffic_load[pkt/s]	986281c8853fd43101545fbe8d3a00db943a688be2552e3c30a5430c2e6014b7	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/then/dataset_detail_tracking_expanded.parquet	survival_days	47cdb7c0caa468030cfc69e74637472213d607881995212e0b3eb6e469a96da9	16
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/data_rate/Network_Test_Traffic.parquet	PSH Flag Cnt	2c12166e777116ed1b416ddf53c3c904c63b764f327d68eade555121b1aaa931	23
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/account.tax.template_6349.parquet	tax_sign	437c108f68f6501993f669b433639149eddd7e10d867eccef2e8222583d604c5	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/time_interval/covid-19-nursing-home-dataset-week-ending-2020-11-22-WV-2020-07-05.parquet	Staff Weekly COVID-19 Deaths	c8054b036da69752e152afdbb61a5d22fcac1b7acb7d658c43b594abaebdf8cb	32
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/then/20150318MINTOR.parquet	date	c7ddb5217f039bbc2ec587ef408632054af05da1cc5f6629c79b116099aef285	5
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/Correlator_1.parquet	integrationInterval	dfa3a2056fb26530afcadbb1f1e506889f377944562437da6f3b03599d624811	25
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/mdl_question_2.parquet	createdby	6d372a5db63fa36b025dbe44d6b20f303ddc01f86b8ea0743c383ce176e7fdff	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/0021600020.parquet	BLK	fbea97c50686893171cdbd705f18b88538bdcf275ad1dddb584c489d99da98d3	25
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/SID_141-160_out_1.parquet	target_pm_ra	d1d9d1c2c2f222b9c314b70dec719ee791d1e07183a98429d06b97d624264a9f	20
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/French%20Guiana_2.parquet	immunizationRate	81d3670ad7438c2972366afe1685950a1119d9b944b5acbde7c7fd959ceb211b	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/account.tax.template_1128.parquet	ref_tax_sign	7c675d8bd84a22f97ed2d19a811b2803b2747459d0f65c4c2e4719e40e212bc9	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/dummy-products_51.parquet	menu_order	b8dd5f97ab8b6055c3620807ebcffa8e7d229b0d574d3f0921eca3f5a8c8de05	17
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_162.parquet	defaultgrade	789ef58758190685e671e8b18b4bf95827fb6570d0fc7a1f9936f14843545d63	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/time_slot/l11%20(Rock%20Cruiser%20A%20-%20NORMAL%20AE).parquet	CREW MEMBER 3 ENGINE SKILL	2a07d60e66a63c217c932ffe517a63ab3e3cdf698c90b10fd68378ef4206780d	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/input_nodes_n25_s056_cb4.parquet	traffic_load[pkt/s]	d9e17724cea4865db1066099f18fb9b40ae3ad3447246269fbbacc02a767669f	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_3.parquet	penalty	7ad5aa5b608b115ac0c47214bce343802bf174c61974bfbed70407bf1c844aeb	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/2020-01-26.parquet	recoveredGrowthRate	c8afd0386e0ce9940c3d1296d26de215d5751287ea0f1a27f690ba8aa073af15	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/SpawnSeisHydrophoneDeploymentMetaData.parquet	CalibrationStartIndBeginning	9ddd59ba7a43dd7f64505f806a7de59ff5c363897418dab24b6ea0744e146943	11
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_69.parquet	penalty	74d1b7d62702b9942ef70fae9de70b01cda3b5a9924fdb6e3f726d2adf8375df	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/account.tax.template_6293.parquet	tax_sign	24c70e0ae033e5a00daaca10f81c9fa225af715ca5c0ba1ed47ea145b3f74e4f	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/felony2020-02-12%20at%2012.15.49%20PM%2083.parquet	Total Owed	bb203215bb9b4428da6bd6b05d3a7d5c5c794c233cd949fe04d9fc05f5823a29	7
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/data_rate/log_149_2020-12-14-15-50-02_telemetry_status_0.parquet	rate_txerr	f636bb941d5febc42f3c411b756a9dbc99081f53d4d4c7c38a0d65ef8234c94b	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_292.parquet	questiontextformat	689941275fd0a1220496625d59f74fb454e079ab4eaca308c913259d47aa7d69	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_296.parquet	defaultgrade	179cb297277f13ef23833413acd4e897e11195dc57b50fdd10c269dec9fd69bd	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/Cayman%20Islands_1.parquet	appleMobility	a611869e6a20638b0be85e094381b24df547e9698ba2ddd96af82dcbfeda14ab	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_200.parquet	maxmark	636e1879e6308cd86f0d5084220f27fe99c9ff8e714dca38b45b5ae5257e58e5	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_113.parquet	createdby	163900adaaee5975d0a3a3383d68dfac32962e35d7da7e7c1ca350bb266b1fa9	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/gw_15120.parquet	threat	727d8dab2398a994795cf2c07e2148ed348cb8d12336f1f5aedb2e4eb84d3e01	32
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/id/20180203UTASAS.parquet	date	4549adfbfcaf7703b0baf91dd6a5a40a3c9b1087fe77dac23c47c6ff68326499	17
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/in_time/PARTICIPANT_ITC_SDRD_Builder_2020-02-02_13h29.24.405.parquet	Loop.thisTrialN	6ffc8d5e088bb6da2829508e26736e69419934cdcd35adfaa6d6fc11f7ef1825	17
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/id/20151209HOUWAS_1.parquet	date	9b022145f04f76b6c17c9eae64bbfd0296a0a8a35508ac23da5670b693919c17	9
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/import-20180616081850-1_18_Laptop12345.parquet	use_config_notify_stock_qty	6b158d65eaddb1266545513b183a53d3c593e63ea604ee0f5a8b8f47ce152263	9
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/mdl_question_181.parquet	hidden	3760e1d53a7849741b9bd0e53762e2822a95c76c8356ec2b24b716f73cc52e11	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/Niue_2.parquet	deceasedGrowthRate	404e38b83bfc1740237c71352192d60f16b53973065e4268b6d76da8188fb0bf	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/incubation_period/Rhode%20Island_1.parquet	flu treatments	bf02a8156c0eaaa83894ace25ace16c6aacea37fd5ac5694031bffd8be7e83f7	32
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/id/20170208LACNYK.parquet	date	48fd7f52073c61b89b5dcc5cf29c74477b6addbff06fc2a6ad80a941b0024f87	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/count_per_minute/epinephrine_pubmed.parquet	CitesPerYear	e7cf284f4b7e73f90d54293e90eea4aa5c0f0e85d9c55541575f199cd88e3589	9
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/object/Image_22.parquet	StDev_MacroCells_Location_Center_Z	3cdd48d45ec3b6dfbae505755d6ad7f0d44af274cb49932605ed867ff2b517ed	6
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/data_rate/MCU_PCB_V2.parquet	FARNELL	cc649fb8a929c742b1add65e9467e964a859f5464fba78834edfad8a831678a9	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/gw_10535.parquet	creativity	9168b6f8d6d3b35f5de4ed02ba6cbbc410c02841d0be9c1aa69a0b1e8ccd9a57	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/0022000739.parquet	BLK	6200d4ba74a020e56c47d333c0d9b4e1835e9ed5cc030e5217669f037ee8398b	20
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/Anguilla_1.parquet	recoveryRate	4cfdc7dfb5a54aa78168e321b73e791384ff148900032be02e1fed5594808349	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/half_life/2009-04-17_1.parquet	usage_category	83ac683673b115fa76833dc9e8b2480ff6b386c3a787522a5e4d8bfb9e90c14b	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/organism/Prelim_Data_Sandbar.parquet	Exoskeleton	eb9a3fc297dc86b44d0fd1ba74d6f2c82d2e64571428eb94362c558ce2b3cea5	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/account.tax.template_1106.parquet	base_sign	3a205f12712040ea0febf941ec2980c2ab1df068501dc2329db525d75eea1191	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/input_nodes_n25_s007_cb4.parquet	rx_antenna_gain	ef63af97aebe406d4915c591aa030be3e68f1070870a49bd5176808d5671e7f5	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/Micronesia.parquet	testedPer1k	5e095bd04df8f8aec29b59e4ee959dd2d1042f44b83d89b42b4b4f112c947471	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/in_time/PARTICIPANT_ITC_SDRD_Builder_2020-04-11_23h10.34.936.parquet	Loop.thisRepN	2d6eede24d7843ec09c65f10c8908feaf5fb59c8c2b030017c461982b2c14d93	17
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/unique_metabolites_with_networking.parquet	observed_drug_mz	ba5eb32e27ca30af613623c4fb32c15072166aff902bc840469e258b6abdc1e7	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/account.tax.template_1128.parquet	base_sign	7c675d8bd84a22f97ed2d19a811b2803b2747459d0f65c4c2e4719e40e212bc9	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_136.parquet	timemodified	c1b1426595a9aad1383f49e97997db070b6319287726adea55696fb6881986e9	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/0021500425.parquet	STL	fc7fed4419a04365835d63f2772afe339ea7298984cde8fb03bab658bea6a471	18
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/2020-01-20_1.parquet	incidencePer100k	88e3892ab701abc22d20672ffaff52f8477b845e581909ee179651a01589ba3b	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/account.tax.template_6251.parquet	ref_base_sign	f0e8e26a9ccc8314d62b486de6b2ebac614e0edd111f250d1534eb441e6cc30b	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/incubation_period/Kansas_1.parquet	flu lasts	142d874e27cd84a7ee698f41db9fc238e2f150fd35c89acd7a92c90c6003c389	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/felony2020-02-12%20at%2012.15.47%20PM%2072.parquet	Total Paid	f7ed07dde922de9afa8f9f0af14758a222c807960f75874075b7741ad7ad33d1	7
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/field_level_data_Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2012.parquet	visit_wildbees	5a1b55330c4380f54581d3836481346392c97fc15235b98172675f4b4c584041	6
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/account.tax.template_1192.parquet	tax_sign	f22939298c726e3fcf43e01cbd177aff7b18820ef7ade96de04746f19fcaf5a7	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/graveyard_watch/goodreads_library_export.parquet	Owned Copies	94a306c21ccde96dbd0c1917a115a723b026736702ce1429e1411f88d6b3d887	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/speed_of_light/civil01112.parquet	Blood Alcohol Level	e683037132fae6a24776d47a3f16b51109c9967de59636f07a84e098f2e99663	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/account.tax.template_6307.parquet	ref_base_sign	7693a1b7613067cd2888a2c1e67c41a523255dca162193a3a88222fd75bb73b1	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/input_nodes_n25_s024_cb4_1.parquet	lambda	3ae59b1077353282ad4b88b1100e3db57bbd115c9bf897862624996f1132a8c1	32
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/show_time/20150405CHICLE.parquet	date	f4f6397854e80672feb70c21e7411981da7a6e2cd12c6c483ee389e16723b709	13
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/sampling_rate/2019-08-26T07:49:24.200000Z 2.parquet	olat	d1dbcdad4840d594fccf537797f11d409825f8036e9c0a8841e1f19675220c11	12
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/account.tax.template_1332.parquet	ref_tax_sign	18ca2a21fda796225f7709985afecba60b4df2210596346dc78acc7fb29604c7	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_361.parquet	penalty	4d7b3ff6c8bebb113597daa77a819153cbeb15221f40c0faa9054db1001e2b31	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/growth_rate/2020-01-09_1.parquet	doublingTime	2c2ed2b0e86f101972cdd59ddcf9f6ebbe79c08177cdbd3b1cf4ac5161758651	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/in_time/PARTICIPANT_ITC_SDRD_Builder_2020-03-24_20h01.08.122.parquet	Loop.thisTrialN	ca3736b2b7717e702f7a1c939a0d2cb85406e9daea9a978586a60e258683289f	17
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/mdl_question_322.parquet	defaultgrade	1ba85bedbffb71aeed8c29f91497a9bb106efdd429fd594870bce714f252c119	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/in_time/2017-07-09_1.parquet	Precipitation	400580dc77f5865258e0f5dae30442a86e01ab1e1cf9c5e8769db6088a834c6b	27
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/data_rate/2021-08-26_results.parquet	date	6338afe4cfca95a875051e918bc37fada1e8e4cf6166569563a8a227a063ef51	17
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/mdl_question_287.parquet	timemodified	54a80b6c3eb1e2cfa2bb2921a0b6b5b77d03c9d5ffa0bcd7d9bc7021e93f24f1	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/real_time/covid-19-nursing-home-dataset-week-ending-2020-11-29-NM-2020-11-15.parquet	Residents Weekly All Deaths	80f3aeded6ba54f6a1dd7171312a759b69f2f0f27cb21bfefc7a56d95e828451	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/question_time/videoinfo_1EcEiA_YwlM_2021_03_17-11_30_53_comments_comments_167.parquet	is_reply	c316ed75b99c11d75ac394598b6073e64e2a9b24a52de4364f3ce4d450783589	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/rainy_day/tokens_19.parquet	__index_level_6__	33619c6807464147e89e8368df87ac8b5c110451b5d364ce5da727da1201758f	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/felony2020-02-12%20at%2012.15.39%20PM%2098.parquet	Blood Alcohol Level	1b5653b681b0efc655a05636f9a40f02bd80e6d29c9314bdd4b5f649378e73af	7
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/half_life/l36%20(Kestrel%20Cruiser%20C%20-%20NORMAL%20AE).parquet	CLONEBAY SYSTEM POWER	610cb81010552ac54265922104535f59d03425a7981e09e330a5b36a723ad45d	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/mdl_question_296.parquet	createdby	a089b0bcd5865a9791a5198c969df36e2a9b04108a3ff54e940cc6e6ab18281d	19
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/id/20150311CHIPHI.parquet	date	63336a31581e96b7ad8012c4fff42c116295c9589007bd7110dfb176dec54f5d	17
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_372.parquet	createdby	8230f8df0e4e6b04074fa2e22718dd38947a6125b2c869413c731e8713773e23	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/parent/account.tax.template_1092.parquet	tax_sign	4aa527642a7565e285bfa631304bf4a1da267157f4be8a7b5c2288b52395458b	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/time_interval/covid-19-nursing-home-dataset-week-ending-2020-11-29-ID-2020-09-20.parquet	Residents Weekly All Deaths	42537f1c9121eca9bcee79814143976b189561605f8a49acc78b5e566df997ff	32
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_20.parquet	questiontextformat	fdc6c51216d2f7eca488b83c0c2b9a8e63a889c2225cc148f917b7e39b7ec617	19
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/mdl_question_350.parquet	penalty	26dcc1780d6c3c1308040bbcebf3f4bbf8db5ee4fa72a088edfd9dc86c92e481	19
ymdfix	datetime.date.compact_ymd	sample	/Users/hugh/datasets/gittables/time-out/20160120MINDAL.parquet	date	3fbc1ac6350ae4805e25a762e019d5f27f794fedf725deb75c9e59ec5c3749c1	20
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/id/account.tax.template_6562.parquet	tax_sign	faca2238d9c65a4b7b1fff2f59b2c8648e21a769e272b3c78bd06babd93a7359	14
decfix	representation.numeric.decimal_number	sample	/Users/hugh/datasets/gittables/data_rate/Network_Test_Traffic.parquet	Fwd Byts/b Avg	2c12166e777116ed1b416ddf53c3c904c63b764f327d68eade555121b1aaa931	23
